	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40	f41	f42	f43	f44	f45	f46	f47	f48	f49	f50	f51	f52	f53	f54
45	0.35505	-111.14928	0.5833	-0.00073	0.00101	-0.0002	-0.37024	-56.89683	-2.52013	-0.00046	-0.00956	0.00061	-0.30826	-18.81791	-0.19996	-0.0002	-0.03189	0.00018	-0.15805	-271.80682	-0.86577	-0.0019	-0.06051	-0.00085	0.07619	389.99221	1.46149	0.00155	0.06138	0.0022	-0.05983	-54.21637	-0.12548	-0.00062	-0.01091	0.00049	-0.2259	168.28555	-2.01072	0.00045	0.01927	0.0016	-0.30827	130.75192	-0.39644	0.00045	0.00399	-0.00019	-0.36219	-132.94851	-1.37472	-0.00112	-0.02342	-0.00085
46	-0.02487	-26.02792	-0.20162	-0.00014	-0.00409	-0.00018	-0.06482	27.46073	-0.48291	0.00032	0.00488	-9e-05	0.0266	1.46081	0.04023	-0.00014	4e-05	0.0001	-0.0508	-86.45733	-0.28961	-0.00059	-0.01218	0.00015	-0.01964	49.90425	0.13954	0.00013	0.00558	0.00012	-0.04216	-105.18329	-0.47714	-0.00078	-0.01725	-0.00031	0.06369	-3.80649	0.32304	-1e-05	0.00326	-0.00011	0.03782	13.29188	-0.08171	0.00026	0.0073	0.00013	-0.04017	44.54397	0.10722	0.00037	0.00774	-0.00047
47	0.14582	-29.61613	0.02326	0.00023	0.00944	-0.00022	-0.09928	254.02137	0.1295	0.00106	0.02753	0.00022	-0.11879	-46.76564	-0.87726	-0.00022	-0.00927	-0.00029	-0.0396	35.99453	-0.13131	0.00035	0.00925	0.00023	-0.10244	-71.19449	-0.50942	-0.00049	-0.01267	-9e-05	0.13302	95.73512	0.27821	0.0007	0.0253	-0.00032	0.05113	7.17356	0.71421	0.00031	0.0024	0.00021	0.04854	6.93048	0.70631	-0.00014	-0.00352	0.00015	-0.08706	112.243	0.06779	0.00058	0.01556	-0.00014
48	-0.02918	44.10488	0.01409	0.00036	0.00952	-0.00047	-0.0227	-112.00243	0.13528	-0.00028	-0.01796	0.00029	-0.03748	-102.62514	-0.34861	-0.00033	-0.01056	-0.00039	0.00218	-124.87314	-0.34159	-0.00075	-0.01611	6e-05	0.05066	116.36465	0.42979	0.00062	0.02051	0.0002	-0.01499	-86.47498	-0.74365	-0.00061	-0.01154	-0.00014	-0.08302	-99.62294	-0.81553	-0.00052	-0.01563	-8e-05	0.05764	-123.24835	-0.19394	-0.00058	-0.01358	-0.00014	0.04098	113.3267	0.66945	0.00057	0.01649	-0.0
49	-0.17236	1.66457	-1.07274	0.00018	0.00425	-0.00012	-0.07912	35.95801	-0.62618	0.00011	0.00488	1e-05	0.04313	-44.07336	0.41537	-0.00035	-0.01089	-8e-05	-0.07814	-71.5392	-0.55817	-0.00045	-0.01552	-1e-05	-0.06998	-21.96211	-0.48312	-5e-05	0.0019	1e-05	-0.04045	-80.6625	-0.65789	-0.00031	-0.00994	-0.00022	0.02651	24.51334	0.47331	7e-05	0.0003	-0.00028	-0.03483	-55.97917	-0.19095	-0.00042	-0.012	-0.00016	-0.02658	-68.99997	-0.51203	-0.00025	-0.00723	0.00014
50	-0.00196	-101.25151	-0.42899	-0.00071	-0.01651	-8e-05	-0.02702	-0.83822	-0.59119	0.00041	0.01289	-1e-05	-0.10166	-2.34106	-0.32931	-6e-05	-0.00544	-4e-05	-0.03289	17.0305	0.19696	0.0001	0.00145	0.00012	-0.02682	52.65003	-0.24474	0.00025	0.00853	-0.00026	-0.01098	18.5792	-0.28527	0.00028	0.00505	-0.00013	0.14999	47.08704	0.76381	0.00017	0.00908	-6e-05	0.01919	58.49898	0.217	0.00029	0.00756	0.00025	-0.0233	109.55746	-0.391	0.00062	0.01898	-0.0002
51	-0.00215	-24.0228	-0.05632	-0.0002	-0.00297	0.00016	-0.10956	15.57002	-1.01984	0.00021	0.00453	0.00028	0.02471	24.33377	-0.04812	0.00033	0.0134	0.00023	-0.00924	42.73714	-0.09644	0.00035	0.00986	-5e-05	-0.02566	-33.1059	-0.43938	4e-05	0.00209	-0.00026	-0.03182	-50.73369	-0.14354	-0.00038	-0.01237	4e-05	0.06073	-20.26643	0.58265	-1e-05	-0.00159	-0.0001	-0.02636	24.94257	0.00108	0.0002	0.00289	-3e-05	-0.06238	9.99146	-0.5297	7e-05	-0.00089	3e-05
52	-0.03045	-192.74398	-0.78398	-0.00109	-0.024	-0.00033	0.04353	-97.36767	-0.03752	-0.00044	-0.01187	-0.00017	-0.03769	85.78957	-0.16323	0.00068	0.02122	-0.00014	0.05213	27.28572	0.16427	-5e-05	0.00192	-4e-05	-0.01214	-114.97485	-0.04743	-0.00063	-0.01325	0.00015	-0.05061	-33.08251	0.02724	-0.0003	-0.00791	-7e-05	0.02255	58.9899	-0.01206	0.00041	0.01258	-7e-05	-0.00891	-5.53459	0.10561	1e-05	-0.00425	0.00032	0.04823	1.19705	0.30701	5e-05	-0.00037	-0.00039
53	-0.03972	-51.1594	-0.49137	-0.00031	-0.00068	0.00033	-0.13681	-19.48479	-1.36382	-0.00019	0.00115	1e-05	0.01128	109.07285	-0.15507	0.00074	0.01911	9e-05	0.13246	14.4442	0.81058	0.0003	0.01189	6e-05	-0.07327	-105.29227	-0.74949	-0.00079	-0.01135	0.00028	-0.11683	-10.27524	-0.95396	-4e-05	0.00054	6e-05	0.16759	21.65496	1.74873	3e-05	-0.00433	0.00027	0.00498	-63.47729	-0.36453	-0.00058	-0.00899	0.0	-0.0917	-84.3354	-0.82071	-0.00064	-0.01543	0.00012
54	0.05603	-20.7536	0.50176	-0.00029	-0.00643	-4e-05	-0.01813	19.33108	-0.14457	0.00023	0.00477	0.0002	0.00164	-183.94637	-0.75527	-0.00099	-0.01817	8e-05	-0.04027	-100.08403	-0.61158	-0.00039	-0.00807	3e-05	-0.08938	-15.87114	-0.89365	-3e-05	-0.00125	-0.00024	0.05538	40.07162	0.10286	0.00034	0.01148	-4e-05	-0.00214	68.3189	0.25531	0.00026	0.00681	4e-05	-0.02951	100.14832	0.00794	0.0004	0.01292	0.00013	0.02562	-4.65827	-0.12636	0.00011	0.00625	8e-05
55	-0.02706	16.06509	-0.58601	0.00014	0.00835	9e-05	-0.0571	15.45503	-0.59278	0.00031	0.01107	6e-05	0.04545	7.72567	0.4066	8e-05	0.00535	0.00023	0.02732	3.60185	0.57778	-0.00016	-0.00205	-1e-05	-0.00398	-0.53675	0.00868	3e-05	0.00526	0.00013	0.01479	8.23543	-0.6856	0.00017	0.01191	0.0001	0.08008	83.81455	0.75442	0.00031	0.01081	0.0002	0.02922	26.13154	-0.19922	0.00022	0.00916	0.0003	0.04392	-29.1612	0.17661	-2e-05	0.00293	6e-05
56	0.02246	-20.18626	0.00133	-0.00011	0.00031	-6e-05	0.01216	105.72563	0.36145	0.00063	0.01132	4e-05	0.02542	-23.07236	-0.30541	3e-05	0.00531	0.00013	-0.00441	42.33063	0.12585	0.00018	0.00733	-6e-05	-0.06187	48.7706	-0.68839	0.00076	0.01741	-0.00025	-0.02468	5.56357	-0.36227	1e-05	0.00448	0.00025	-0.05712	71.94597	-0.14629	0.00061	0.00723	-4e-05	-0.01883	21.73057	-0.05179	0.00012	0.00566	-0.00016	0.05582	-19.60834	-0.00962	0.00014	0.00274	-0.00033
57	0.03048	79.71426	0.25037	0.00057	0.01261	-5e-05	0.06304	-33.11352	0.67741	-0.00015	-0.0039	-0.0	-0.00068	50.94555	-0.14439	0.00053	0.01537	0.00019	0.01607	84.8915	-0.0046	0.00053	0.01643	6e-05	-0.05487	116.40778	-0.29247	0.00072	0.01774	-0.00025	-0.06152	59.37777	-0.26597	0.00033	0.00941	-0.00018	-0.00013	56.959	0.06144	0.00052	0.01349	-0.00015	-0.09634	39.3813	-0.78392	0.00025	0.00465	0.0	0.02079	-17.9711	0.18679	-0.00022	-0.00556	-0.0
58	-0.24913	188.3365	-2.30967	0.00233	0.06846	-0.00036	-0.03861	88.09164	-0.81276	0.00091	0.0202	-3e-05	-0.14942	-171.5947	-0.54679	-0.00128	-0.03365	-0.00069	0.03509	-298.35953	0.68926	-0.00218	-0.07079	9e-05	-0.0573	-104.4211	1.20423	-0.00135	-0.05633	-0.00026	-0.16338	-743.12826	-1.7984	-0.004	-0.11176	-0.00024	-0.05862	-119.67523	0.00042	-0.00046	-0.01626	-0.00059	0.09623	154.96392	-1.62652	0.00121	0.04806	-0.00022	0.2786	398.87264	-0.17409	0.0022	0.06491	6e-05
59	-0.0686	-75.63243	-0.35865	-0.00036	-0.01508	-5e-05	-0.04621	-102.91391	-0.23062	-0.00054	-0.01235	-2e-05	-0.1122	-18.07676	-0.23492	-0.00038	-0.01124	0.00018	0.03411	108.29341	-0.06966	0.00054	0.02109	0.0004	0.03091	-106.82733	0.25662	-0.00036	-0.01414	0.00011	0.05244	54.15237	-0.04206	0.0003	0.01453	0.00019	0.01715	40.55141	0.54914	0.00019	0.00308	0.00035	-0.02803	-10.59816	-0.4664	-9e-05	-0.00114	0.00021	0.03635	-105.45035	0.03854	-0.00052	-0.01422	7e-05
60	-0.2358	45.89128	-2.08921	0.00053	0.01769	-0.00014	0.14692	-195.24806	0.84241	-0.00123	-0.03167	-5e-05	-0.0257	-115.34959	-0.39653	-0.00058	-0.00876	6e-05	0.02545	43.75017	0.07638	0.00021	0.00709	0.00019	0.02054	189.27552	0.00615	0.00151	0.03633	-0.00018	-0.04279	87.87105	0.39894	0.00054	0.01014	4e-05	0.05366	-187.57798	0.15107	-0.00127	-0.02587	4e-05	-0.15134	-70.30292	-0.88067	-0.00063	-0.01683	0.00015	0.04467	-4.90583	0.23701	-0.00016	-0.00374	-2e-05
61	0.04213	72.38159	0.31019	0.00047	0.01296	0.00032	0.00735	-56.88473	-0.0998	-0.00026	-0.00571	-0.00026	-0.04995	5.98745	-0.42615	0.00011	0.00538	-0.00012	-0.04781	-38.4365	-0.54394	-0.00014	-0.00104	-7e-05	-0.01078	5.05462	-0.09872	-4e-05	-0.00027	-0.00028	-0.01234	-35.68826	-0.06095	-0.00024	-0.00464	-8e-05	0.00049	-17.27208	-0.10541	-0.00014	-0.00056	0.00022	0.03188	-12.23431	0.34653	-0.0002	-0.00584	0.00016	-0.00806	25.48084	0.16467	0.00014	0.0029	0.00011
62	-0.08168	-38.70153	-0.82	-0.00027	-0.00281	-0.00011	0.04064	-65.76316	0.341	-0.00041	-0.00832	0.00013	-0.05423	-123.90854	-0.90131	-0.00061	-0.0094	-0.00013	-0.01075	-15.75013	0.06828	-0.0001	-0.00402	-7e-05	0.02182	-41.33222	0.22199	-0.00026	-0.00668	0.0	0.00682	48.23346	0.12451	0.00013	0.0055	-3e-05	-0.04965	22.93289	-0.27885	5e-05	0.00093	1e-05	-0.00818	-19.55954	-0.07827	-0.00026	-0.0071	-0.0	-0.01418	-37.84513	-0.1471	-0.00018	-0.0038	5e-05
63	-0.00087	43.5874	-0.10238	0.00038	0.00904	2e-05	-0.00752	-17.59413	-0.22531	6e-05	0.00354	-0.00041	-0.09419	-62.58235	-0.45895	-0.00013	-0.00937	-0.0003	-0.00207	62.65953	-0.5303	0.00041	0.01416	-0.0001	-0.07757	1.59367	-0.71263	0.00019	0.00535	8e-05	-0.04012	1.60017	-0.11496	-6e-05	-0.00257	0.00019	0.03141	-25.47888	-0.01231	-0.00013	0.00017	2e-05	-0.04562	-34.36923	-0.24021	-0.0003	-0.01091	-0.00035	-0.04588	-10.42514	0.09803	-0.00011	-0.00899	0.00012
64	0.00081	-8.22526	-0.03568	-6e-05	0.00131	8e-05	0.08388	-146.11752	0.4272	-0.00081	-0.01826	5e-05	-0.02146	50.43833	-0.39493	0.00032	0.00671	0.00021	0.02371	4.51094	-0.05044	6e-05	0.00594	4e-05	-0.03466	68.02822	0.06977	0.00023	0.00932	0.00012	0.01685	3.74052	0.19282	6e-05	0.00079	-3e-05	0.01335	57.99285	0.05488	0.00042	0.01173	9e-05	-0.05864	10.49268	-0.33648	9e-05	-0.00125	-0.00022	0.11131	-76.03933	0.42218	-0.00062	-0.01097	4e-05
65	-0.08514	0.40229	-0.45087	0.00025	0.00632	0.00013	0.05552	140.45771	0.47918	0.00069	0.01465	0.00014	-0.07012	11.48718	-0.7508	3e-05	0.00996	-2e-05	0.05908	147.74376	0.95937	0.00071	0.01584	0.0003	0.07262	-56.91667	0.25315	-0.00014	-0.00143	-0.00035	0.05459	85.22191	0.57342	0.0006	0.0026	-9e-05	-0.05005	-15.98388	-0.28378	-0.00026	-0.00807	0.00021	0.00831	-37.07151	0.11758	-2e-05	-0.00748	-0.00021	-0.01556	-56.24511	0.00461	-0.00061	-0.01643	4e-05
66	0.10514	88.70636	0.83385	0.0006	0.01173	-9e-05	0.10261	64.80882	0.67126	0.00035	0.0074	-5e-05	0.02722	-30.80182	0.27382	5e-05	0.00176	-4e-05	0.15643	69.72626	1.13536	0.00028	0.00979	-5e-05	0.03312	-76.72971	0.46894	-0.00036	-0.00962	-0.00016	0.05171	3.32667	0.55364	6e-05	0.00469	0.00029	-0.05475	-2.5168	-0.04267	-0.00011	-0.00605	-3e-05	0.01563	11.30207	0.27561	-0.00018	-0.00363	0.00032	0.02445	38.8721	0.40755	-0.00014	-0.00327	-7e-05
67	-0.03101	-110.85083	-0.49997	-0.00059	-0.00925	-0.00029	-0.29299	-116.23242	-2.18964	-0.00047	-0.01523	-0.00052	0.13102	118.37933	1.66555	0.0007	0.00253	0.00078	0.10548	111.87638	1.10063	0.00052	0.00857	5e-05	-0.23421	-161.87436	-2.32089	-0.0005	-0.01673	-0.00049	-0.15047	133.73795	-0.72058	0.00077	0.01035	0.00038	0.1617	96.03411	1.85223	0.00027	0.00385	0.00012	-0.03864	-21.95219	-0.3596	-0.00012	0.0026	-0.00043	-0.14631	89.1579	-0.42428	0.00022	0.00598	-0.00022
68	-0.10033	-48.58714	-0.5396	-0.00015	-0.00415	-5e-05	0.06286	-23.57769	0.12268	3e-05	0.00463	5e-05	-0.03612	-76.50209	-0.60073	-0.00043	-0.00321	4e-05	0.01224	33.07538	0.35434	0.00036	0.00595	-5e-05	-0.00754	-48.712	-0.11739	-0.00035	-0.00855	-0.00012	-0.02734	-0.9115	-0.24435	-0.00012	-0.00158	1e-05	-0.06832	-8.86445	-0.24927	0.0001	-0.00023	-0.00011	-0.02401	23.40476	-0.14284	8e-05	0.0013	0.00012	-0.01357	-67.01836	-0.19436	-0.00034	-0.00707	7e-05
69	-0.09952	6.53788	-0.64909	0.00015	0.00361	-0.00018	-0.04212	-58.74927	-0.39883	-0.00018	-0.00334	-2e-05	-0.05562	-62.06627	-0.5449	-0.00027	-0.00654	0.00019	0.00917	-21.27346	0.03523	-9e-05	-0.00425	0.0	-0.0165	-41.77966	-0.22021	-0.00026	-0.00814	8e-05	-0.01633	106.20017	-0.03133	0.00057	0.01663	0.00019	0.0714	20.71671	0.33445	0.00028	0.00681	-2e-05	-0.03289	49.43938	-0.13395	0.00039	0.00994	-0.00011	0.0262	51.23799	0.37037	0.00044	0.01076	8e-05
70	0.00813	78.09471	-0.1736	0.00059	0.01326	-0.0001	0.00744	82.417	0.05011	0.00027	0.00615	-0.00039	-0.05638	-38.28971	-0.3628	-0.00019	-0.0014	-0.00021	-0.00912	28.51341	0.15982	0.0001	0.00395	0.00082	0.07223	-143.20826	0.19284	-0.00037	-0.00858	-0.0002	-0.0083	17.24704	-0.13715	1e-05	0.0051	0.00022	-0.04504	-76.19916	-0.11791	-0.00048	-0.01407	5e-05	-0.02732	-3.40882	0.00464	-0.00021	-0.00607	-0.00033	0.0442	-47.40563	0.48361	-0.0001	-0.00702	-6e-05
71	-0.07024	15.71692	0.25568	-5e-05	-0.00519	-0.00022	-0.11349	50.93175	-0.87522	0.00037	0.01041	3e-05	-0.04412	58.09036	-0.1598	0.00043	0.00838	-0.00011	0.03385	-36.16905	0.5643	-0.00019	-0.0063	0.0001	-0.07769	20.84039	-0.8256	0.00015	0.00697	0.0001	-0.02872	-34.51764	-0.54644	-0.00017	-0.00199	-0.00011	0.09425	-95.17722	-0.01499	-0.00061	-0.01116	-7e-05	0.01326	-22.92938	0.1114	-6e-05	-0.00502	-1e-05	-0.06943	-31.11793	-0.57161	-6e-05	-0.00136	-7e-05
72	-0.24703	-46.89952	-1.90223	0.00023	0.00724	-0.00033	0.14845	133.54032	1.05314	0.00066	0.01217	-0.00019	-0.00763	-82.71332	-0.36803	-0.00031	-0.00479	0.0003	-0.00993	-54.36196	0.30934	-0.00035	-0.01184	-0.00024	0.11198	-9.46524	-0.1128	0.00025	0.015	-2e-05	0.08531	-18.20236	0.76608	-0.00013	-0.00353	-6e-05	-0.10549	30.04729	-0.90236	2e-05	0.00044	0.00044	-0.02096	103.92146	0.28938	0.00056	0.01084	-0.00036	0.12871	23.84947	-0.0873	0.00034	0.01667	-0.0007
73	-0.11336	-58.02202	-0.5499	-0.00027	-0.00682	-0.00035	0.09973	31.92417	0.6284	0.0004	0.00848	-0.0001	-0.06634	-86.83361	0.01157	-0.00032	-0.01138	-0.00046	-0.05961	-41.58759	0.2404	-0.00046	-0.00887	0.00034	-0.0324	-148.23247	-0.33764	-0.00097	-0.02652	0.00033	0.09112	11.91279	0.66481	-0.00021	-0.00013	-4e-05	0.02248	136.03162	-0.10559	0.00097	0.02797	3e-05	0.10728	109.91023	0.74936	0.00056	0.01909	-0.00021	-0.11704	6.9295	-0.33002	7e-05	0.00235	0.00017
74	-0.02909	-31.75816	-0.07875	-7e-05	-0.00292	0.00077	-0.09277	-62.59011	-0.75482	-0.00028	-0.00759	-3e-05	0.01847	-80.69158	0.23389	-0.00052	-0.01684	0.00017	0.02829	53.57704	0.03006	0.00033	0.00763	0.00024	-0.0567	-40.64266	-0.34614	-0.00027	-0.00347	0.0002	-0.02178	-70.6215	-0.15435	-0.0004	-0.00796	0.00042	0.05754	128.33621	0.28218	0.00096	0.02099	0.00017	-0.01832	12.18345	-0.18222	8e-05	0.00128	3e-05	-0.04501	27.94258	0.05654	-0.00013	-0.00212	9e-05
75	0.21188	-2.16713	1.03005	0.00043	0.00712	-0.00062	-0.09795	-44.07282	-0.38502	-0.00046	-0.01005	-0.00018	-0.04345	-130.72436	0.41256	-0.00102	-0.03033	-0.00021	-0.13206	-39.57732	-0.63243	-0.00059	-0.02255	-0.00023	-0.0981	-66.51245	-0.29403	-0.00042	-0.01775	-0.00041	0.01466	103.72172	-0.69473	0.00052	0.02188	0.00022	0.05858	-24.19581	-0.23427	-0.00019	0.00132	0.00016	0.00589	-148.21625	-0.01275	-0.00082	-0.02841	0.00021	0.04072	120.07549	0.23789	0.00083	0.0198	0.00046
76	-0.11855	-9.44939	-0.75326	7e-05	0.00408	-0.00025	0.1736	38.26674	1.20241	0.00013	0.00203	-2e-05	-0.03757	-42.24259	-0.45826	-0.00015	-0.00034	-0.00053	-0.0415	56.40839	-0.12777	0.00014	0.00383	4e-05	-0.02748	-110.35101	-0.14821	-0.00049	-0.01482	-0.00046	-0.05737	56.37814	-0.01204	0.00012	0.00245	0.00032	-0.00981	-46.79989	0.16963	-0.00026	-0.00862	-3e-05	-0.07243	99.6966	-0.36931	0.00057	0.01856	0.00089	0.02166	97.32298	0.05815	0.00061	0.01318	-0.00037
77	0.08968	-55.34276	0.07099	-2e-05	0.00328	-0.00014	0.02636	65.54591	-0.22597	0.00049	0.01489	-5e-05	0.26258	250.17376	1.04826	0.00175	0.05287	0.00029	0.11752	-23.30611	0.79075	-0.00016	-0.00338	0.00027	0.06844	-125.7296	-0.02252	-0.00038	-0.0084	-0.00018	0.05608	29.64943	0.24274	-0.0	0.00631	0.00027	0.18144	12.85651	1.03677	-0.00019	-0.00368	-0.00018	0.17985	-14.61276	0.86832	-3e-05	0.00027	-0.00018	0.03787	68.90867	0.45215	0.00021	0.01401	6e-05
78	-0.04363	-74.56372	-0.15152	-0.00055	-0.01412	0.0005	0.0499	132.94222	0.39399	0.00055	0.01855	0.00037	0.04136	138.59411	0.08823	0.00076	0.02629	0.00132	0.00352	-38.22504	-0.20359	-0.00022	-0.00434	0.00021	-0.06255	34.01087	-0.19818	-6e-05	-0.00252	0.00044	0.0063	56.06361	-0.12919	0.00027	0.01118	0.00153	-0.01519	104.69576	-0.18799	0.00052	0.01358	0.00098	-0.03433	-14.79265	-0.12091	-0.00028	-0.00662	0.0006	-0.03892	231.54996	-0.02995	0.00123	0.03401	0.00114
79	0.07008	-27.2817	0.00342	2e-05	0.00234	6e-05	-0.04187	-22.3177	-0.27771	5e-05	-0.0005	-9e-05	-0.05267	-10.75839	-0.25535	3e-05	0.00111	0.00016	0.03223	55.05689	0.23223	0.00039	0.01127	-9e-05	-0.01773	98.19708	0.42278	0.00055	0.01475	-0.00019	0.00745	-111.64911	-0.05865	-0.00056	-0.01404	2e-05	0.06089	-28.32136	0.74006	-0.00019	-0.00707	-1e-05	-0.01713	-14.36601	-0.11102	-1e-05	0.00412	-3e-05	0.03233	20.79431	0.08101	0.00012	0.00768	0.00019
80	0.07059	-187.24514	0.75022	-0.00098	-0.02941	-5e-05	0.10869	-38.91756	0.46808	-0.00014	-0.00312	-8e-05	0.20038	86.58934	1.55724	0.00054	0.01372	3e-05	0.13989	-43.37829	0.89513	-0.00013	-0.00285	-5e-05	0.0341	-114.21577	0.41105	-0.00069	-0.01808	-2e-05	0.0954	43.32173	0.60288	0.00046	0.01479	-9e-05	0.13439	-70.21686	0.99376	-0.00048	-0.00829	0.00038	-0.11585	-27.88383	-0.67269	-0.00028	-0.00368	-0.00016	0.01881	43.36098	0.2261	0.00013	0.00318	0.00011
81	-0.20536	170.86705	-1.28455	0.00137	0.03712	-0.00022	0.05258	-155.33211	0.3021	-0.00064	-0.012	0.00014	-0.00424	-110.01432	0.4787	-0.0011	-0.03323	0.0003	0.00619	-117.29688	0.53426	-0.00116	-0.02809	0.00024	-0.08633	-218.34296	-0.43335	-0.00131	-0.02768	0.0001	-0.0682	10.11964	-1.34286	0.00015	0.01389	-0.00033	0.27669	132.1905	1.75908	0.00031	0.01663	0.00022	-0.04057	65.40211	-1.05479	0.00026	0.01057	4e-05	-0.18184	6.16992	-0.83984	-2e-05	-0.00198	-9e-05
82	-0.06461	-87.06685	-0.64046	-0.00031	-0.00354	0.0001	-0.18138	110.56977	-0.78573	0.00054	0.0112	0.00019	-0.08254	-9.94895	-0.47977	-0.00019	-0.00589	-0.00025	0.00372	-132.51244	-0.4977	-0.00091	-0.01866	0.0001	-0.06784	10.0874	-0.42695	0.00014	0.00515	-0.00024	-0.00209	-119.80472	0.00852	-0.00098	-0.01911	-1e-05	0.01113	-52.71316	0.51454	-0.00039	-0.01232	0.00017	-0.01707	18.85911	-0.40753	0.00033	0.00785	-0.0003	-0.06347	-144.69968	-0.39107	-0.001	-0.02208	-0.00022
83	-0.03185	64.9787	0.43669	0.00019	0.00025	3e-05	-0.09387	-68.73241	-1.38416	-0.00025	0.00488	-0.0002	-0.24301	-99.65941	-0.92808	-0.00044	-0.01729	-7e-05	-0.03761	-11.5137	0.24234	-0.00011	-0.01184	0.0004	-0.05442	22.22882	0.0821	-0.00013	-0.0136	-0.00033	0.05839	143.74409	-0.76112	0.0008	0.03132	0.0003	-0.05087	-119.53354	-0.54739	-0.00032	-0.01603	-0.0003	0.046	-189.50872	-0.65486	-0.00031	-0.00124	-0.00024	-0.06722	-147.98074	-0.36346	-0.00095	-0.02526	0.00041
84	0.02129	-18.98779	0.01521	-0.00011	-3e-05	-2e-05	0.01334	100.78412	0.28597	0.00062	0.01096	3e-05	0.02889	-19.44256	-0.25474	2e-05	0.00517	0.00013	-0.009	21.54318	0.10743	6e-05	0.00428	-5e-05	-0.06577	56.69025	-0.71316	0.00078	0.01814	-0.00025	-0.02624	21.62186	-0.36896	0.00011	0.0072	0.00024	-0.05262	77.74129	-0.09954	0.00062	0.00776	-4e-05	-0.01465	20.92546	-0.03378	0.0001	0.00535	-0.00017	0.05339	-30.45055	-9e-05	8e-05	0.001	-0.00033
85	-0.12407	149.92449	-0.68218	0.0006	0.0173	-0.00021	-0.26444	-77.90297	-0.18741	-0.00074	-0.03224	0.00029	-0.24559	144.81975	-0.86837	0.00038	-0.00104	-6e-05	0.05358	65.31321	0.32855	-0.0001	-0.00188	0.0005	0.15362	102.80886	-0.34911	0.00064	0.0257	-0.00041	0.07903	73.64133	0.50368	0.00028	0.0061	-0.00029	0.11092	-37.70192	0.58367	-0.00054	-0.00683	-0.00031	-0.22979	43.90772	-2.32646	0.00012	-0.0	-0.00038	-0.02415	61.40574	-0.80511	0.00015	0.00173	-0.00036
86	-0.00621	-94.68608	-0.47168	-0.00018	-0.01029	-0.0002	0.02849	35.05661	-0.22582	0.00034	0.00225	0.00033	-0.08132	-93.49208	-0.15651	-0.0007	-0.01351	2e-05	-0.01742	75.97994	0.18788	0.00028	0.0112	0.00027	0.03664	-83.62611	-0.44421	-0.00056	-0.00332	-0.00032	0.03184	2.6902	0.16837	0.00016	-0.00075	-0.00016	0.0663	-12.40491	0.47104	-8e-05	-0.00021	0.00015	0.06866	83.29524	1.0619	0.00027	0.00144	-0.00021	-0.02325	-124.5627	-0.87386	-0.00029	-0.01242	-0.00011
87	-0.06297	-13.76649	-0.37151	-0.00017	-0.00098	-0.00039	-0.30058	-157.63267	-1.69379	-0.0011	-0.02156	0.00025	-0.01064	-37.84367	0.74711	-0.00024	-0.01155	-4e-05	0.20564	-197.76983	0.90758	-0.00129	-0.02704	0.00012	0.02135	184.06564	-0.9256	0.00161	0.04768	6e-05	0.00213	103.44484	0.25266	0.00038	0.01426	-0.00012	0.07638	100.64724	0.44734	0.00034	0.01177	-0.00027	-0.20073	1.24965	-0.28713	-0.00045	-0.01246	7e-05	-0.00698	18.24807	-0.91333	0.00026	0.01456	-8e-05
88	0.01356	-14.13463	0.11271	0.00016	0.00664	9e-05	0.0718	39.59397	0.30633	0.00053	0.0122	0.00033	0.00119	-96.67563	0.13233	-0.00063	-0.01087	-2e-05	0.10165	-123.3044	0.39548	-0.00046	-0.01616	-0.00022	0.02558	-213.55682	-0.1363	-0.00139	-0.03187	-0.00031	0.0247	23.71246	-0.4519	6e-05	0.00259	0.00033	-0.0445	-70.65621	-0.70856	-0.00077	-0.00678	-0.00039	-0.04277	147.95526	0.02301	0.00081	0.01688	5e-05	-0.00377	58.09111	-0.29936	0.0002	0.00353	-0.00018
89	0.12783	-106.11412	0.23545	-0.00053	-0.00993	-0.00038	0.04769	38.59653	0.01793	0.00014	0.00449	0.00018	-0.02837	115.27177	0.07368	0.00081	0.01566	-0.00033	-0.13732	51.45091	-0.68526	0.00014	0.00604	0.00028	-0.09786	65.64439	-0.48476	0.00092	0.01138	-0.00062	-0.01418	70.0127	-0.53077	0.00055	0.0215	0.00014	-0.02919	101.85604	0.15772	0.00064	0.01223	5e-05	-0.04728	176.59878	-0.00465	0.00124	0.03729	0.00074	-0.00114	84.44079	0.1152	0.00024	0.01304	0.00023
90	-0.09256	-102.01606	-2.25171	-0.0002	-0.00623	6e-05	-0.32605	-130.50429	-0.51827	-0.00135	-0.04746	0.00011	-0.05333	-52.55268	-0.35581	-0.00032	-0.00799	-1e-05	0.30347	137.06708	2.07715	0.00086	0.0337	-0.00012	-0.2094	-166.17768	-2.11892	-0.00098	-0.03321	-5e-05	0.06019	-95.68479	0.063	-0.00049	-0.01818	-0.00018	0.11543	20.46215	0.78008	0.00036	0.01068	-3e-05	-0.00831	-104.22489	-0.29014	-0.00059	-0.01687	-9e-05	-0.21226	-115.26022	-1.20267	-0.00105	-0.03653	3e-05
