	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20	f21	f22	f23	f24	f25	f26	f27	f28	f29	f30	f31	f32	f33	f34	f35	f36	f37	f38	f39	f40
64	0.00098	0.00824	0.00966	0.00147	0.00015	-0.00235	0.0069	0.00927	0.00101	0.00145	5e-05	0.01021	0.01039	0.00051	-8e-05	0.00261	0.00454	0.00959	0.00183	0.0007	-0.00154	0.0024	0.01143	0.00174	-0.0013	-0.00046	0.00815	0.00836	0.0019	0.00013	0.00062	0.00687	0.00775	0.00288	0.00239	0.004	0.00648	0.00963	0.00217	0.00108
65	-0.00084	0.00378	0.00878	0.00252	0.00148	0.00359	0.00286	0.00779	0.00025	0.00015	0.00137	0.00539	0.00965	-0.0002	0.00142	-0.00089	0.00669	0.00736	0.00385	-0.00013	0.00499	-0.00055	0.00481	0.00313	0.00162	0.00066	0.00093	0.0044	0.00412	0.00462	-0.00215	0.00211	0.00574	0.00253	-0.0011	-0.00075	0.01222	0.00432	0.00012	0.00022
66	-0.00197	0.00399	0.00461	0.00263	-0.00308	0.00771	0.01321	0.00548	0.00618	-0.0013	-0.00312	0.00448	0.00784	0.00197	-0.00349	0.00712	0.0085	0.00405	0.00695	0.00213	0.00414	0.0047	0.0038	0.0014	0.00246	0.00675	0.0037	-0.00452	0.00354	0.00501	0.00772	0.00774	0.00595	0.00358	0.00274	0.00248	0.00185	-0.00297	0.00764	0.00057
67	-0.00233	-0.00481	0.00309	0.00285	0.0024	0.00509	0.0052	-0.00175	0.00188	0.00237	0.00488	0.00288	-0.00215	0.00406	-0.00174	0.00251	0.00722	0.00178	0.00277	-0.00191	-0.00298	0.00413	0.00362	0.00219	-0.0035	0.00747	-0.00564	-0.00272	0.00422	0.00078	0.00073	0.00374	0.00141	0.00229	-0.00076	0.00722	0.00581	0.00748	0.00461	0.00351
68	-0.00211	0.01053	0.00532	0.00425	0.00319	0.00297	0.00659	0.00715	0.00547	0.00373	-0.00482	0.00688	0.00938	0.00475	0.00173	-0.0015	0.00825	0.0086	0.00356	0.00115	0.00161	0.01377	0.00705	0.00497	0.00209	0.00298	0.01036	0.00954	0.0053	0.00099	-0.00035	0.00952	0.00752	0.0042	0.00403	0.00411	0.01146	0.01111	0.00362	-6e-05
69	0.00296	0.00248	0.0087	0.00608	-0.00054	-0.0049	-0.00325	0.00209	0.00416	-0.00019	0.00298	0.01131	0.00267	0.00589	0.001	-0.00136	0.00598	0.01115	0.00642	-0.00026	0.00038	0.00457	0.00596	0.00211	-0.00512	0.00229	0.00256	0.00484	0.00517	0.00166	-0.00373	0.00647	-0.00202	0.00544	0.00139	0.00264	0.00853	0.00522	0.00575	-0.00207
70	-0.00869	0.00275	0.00222	0.00311	-0.00285	0.00338	-0.00087	0.0039	0.00361	0.00104	-0.00185	-0.00189	0.002	0.00261	-0.00062	0.00604	0.00227	-0.00068	0.00398	0.00525	-0.00021	-0.00124	0.00341	0.0017	0.00331	0.00034	0.00591	0.00066	-0.00165	-0.00123	-0.00114	0.00096	0.00121	0.00191	0.00234	0.00706	-0.0022	0.00071	0.00303	-0.00164
71	0.00521	0.00541	0.00476	0.0054	0.00208	-0.00544	0.00623	-0.00214	0.00213	-1e-05	0.0003	0.00585	-0.00164	0.00356	-0.00744	-5e-05	0.00264	0.00224	0.00456	6e-05	-0.00295	0.00666	-0.00055	0.00375	0.00443	-0.0022	0.00693	0.00525	0.00407	-0.0026	0.00241	0.00232	0.00178	0.00532	-0.00035	0.00059	0.0103	0.0048	0.00414	0.00042
72	-0.0157	0.00521	0.0087	0.00617	0.00173	0.00768	0.00603	0.01239	0.00814	0.001	-0.00216	0.00903	0.01244	0.00781	0.00122	0.00476	0.00175	0.00952	0.00919	0.00294	-0.0023	0.01006	0.00632	0.0095	0.0016	0.00539	0.00802	0.00016	0.00757	0.00064	-0.00225	0.00294	0.01955	0.00721	0.00093	0.00273	0.00637	-0.00156	0.0077	-0.00147
73	-0.00183	0.00132	0.00102	0.00566	-0.00063	0.00099	0.00479	-0.00317	0.00759	-0.00374	-0.00565	0.00378	0.00524	0.00341	-0.00448	0.00362	0.00366	0.00621	0.00577	-0.00429	0.00393	0.00292	0.0001	0.00422	0.00342	-0.00235	0.01026	0.00254	0.00491	-0.00043	0.00516	0.00071	0.00611	0.00613	0.00081	0.00068	0.0025	0.00566	0.00702	0.00195
74	-0.00472	0.00821	-0.00011	0.00785	0.0007	0.00237	0.00797	0.0041	0.01182	0.00411	-0.00576	-0.00858	0.00333	0.01032	0.00011	-0.00132	-0.01275	-0.00158	0.01068	-0.00134	-0.00387	-0.0053	0.00103	0.00874	0.00219	0.00132	-0.0	0.00346	0.00436	-0.00171	-0.00382	0.00608	0.0021	0.01235	-0.00158	0.00188	-0.00369	-0.00059	0.0014	-0.00026
75	-0.00287	-0.00523	-0.00019	0.01041	0.00341	0.00533	0.00034	0.01015	0.00527	-0.00385	0.0032	0.00621	0.00351	0.01115	-0.00928	0.00766	0.00801	0.00854	0.01304	0.00258	0.00545	-0.00896	-0.0007	0.00794	1e-05	-0.00106	0.01255	0.00748	0.00808	-0.00145	0.00896	-0.01411	0.00016	0.01214	-0.00627	0.00468	-0.00444	0.00704	0.01079	0.00435
76	-0.00083	-0.0024	0.00306	0.00592	-0.00149	-0.00248	-0.00151	0.00119	0.0048	0.00102	0.00184	-0.0009	0.00477	0.00492	-0.00174	0.00326	0.00252	0.00231	0.00623	0.00192	0.00452	0.0007	0.00444	0.00478	-0.00061	0.00177	-0.00128	0.00641	0.00636	0.00081	0.00528	0.00123	0.00497	0.0067	-0.00088	0.00471	0.00301	0.00537	0.00505	0.00273
77	-0.00714	0.00837	0.00542	0.00554	0.00035	-0.00254	-0.0023	0.00825	0.00498	0.00272	-0.00391	0.00209	0.00417	0.00508	0.00186	-0.00214	0.00676	0.00509	0.009	0.00111	-0.00144	0.00276	0.00596	0.00506	-0.00064	-0.00295	0.00437	0.00196	0.00257	-0.00127	0.00163	0.00202	0.00571	0.00829	0.00435	-0.00313	-0.00035	0.00057	0.00698	-0.00224
78	-0.00281	0.0001	0.0014	0.01023	-0.00435	-0.00246	-0.00371	-0.00319	0.00799	-0.005	-0.00095	0.00358	0.00161	0.00778	-0.00135	0.0004	0.00107	0.00451	0.00732	0.00236	-0.00314	-0.0059	0.00508	0.00856	0.00496	-0.0043	0.00072	0.00446	0.00826	0.00313	0.0041	-0.00364	0.00489	0.01022	-0.00316	-0.00161	0.00227	-0.00292	0.00787	0.00152
79	-0.00366	-0.00095	0.00597	0.00258	-0.00116	-0.00992	-0.00134	0.00547	0.00439	-0.00041	0.00469	0.00023	0.00729	0.00487	3e-05	0.00358	0.00251	0.00891	0.00495	0.00028	-0.00125	0.00442	0.00513	0.00528	-0.0042	0.00143	0.0034	0.00167	0.00585	0.00165	-0.0032	-0.00206	-0.00059	0.0062	0.00166	0.00409	0.00238	0.00109	0.00286	0.00031
80	0.00227	0.00048	0.00748	0.00323	-0.00111	-0.00354	0.00245	0.00816	0.0007	-0.00143	-0.0019	-8e-05	0.0065	0.0029	0.00219	3e-05	-0.00131	0.01053	0.00216	0.00566	-0.00231	-0.00084	0.0109	0.00414	-0.00198	0.00286	0.00074	0.00563	0.00389	-0.00341	-0.00292	-0.00186	0.0056	0.00329	-0.00181	-0.00743	0.0009	0.00838	0.00736	0.00658
81	0.00605	0.00268	0.00988	0.01016	0.00273	-0.0047	0.00246	0.00878	0.00806	0.00202	-0.00328	0.00291	0.01293	0.00374	-0.00631	0.01103	0.00353	0.01634	0.00431	-0.00336	0.00402	0.0044	0.01125	0.01219	0.00232	0.00317	0.00147	0.00331	0.00792	-0.01052	0.00283	0.00307	0.01215	0.00776	-0.00258	0.01028	0.00421	0.00979	0.00407	-0.00324
82	-0.0009	0.00066	0.00476	0.00672	-0.0013	-0.0112	-0.00222	0.00436	0.00541	0.0033	-0.00461	0.00037	0.00116	0.00836	0.00361	0.00165	0.00615	-0.00062	0.00685	-0.00422	-0.0038	0.00025	0.00175	0.00704	-0.0003	-0.0012	-0.00152	0.00174	0.01035	0.00023	-0.00204	0.00034	0.00114	0.00495	0.00097	0.00537	0.00173	0.00483	0.00596	0.00224
83	-0.00194	-0.00024	0.00455	0.00423	0.00102	-0.00377	-0.00044	0.00336	0.0043	0.00095	0.00034	0.00046	0.00171	0.00405	0.00011	-0.00157	-0.00045	0.00372	0.0047	0.00115	0.00196	0.00208	0.00429	0.00325	-0.00178	0.00025	0.00044	0.00383	0.00518	0.00119	-0.00106	-0.00189	0.00588	0.00352	0.00038	0.00163	0.00025	0.00316	0.00575	0.00142
84	-0.00668	0.00188	0.00293	0.00772	-0.00019	-0.00587	0.00258	0.00111	0.00496	-0.00096	0.00077	0.00018	-0.00084	0.00441	-0.00158	-0.00072	0.00119	0.00121	0.00744	0.00243	-0.00302	-0.00126	0.00069	0.00746	-1e-05	0.00061	-0.0012	0.00296	0.00629	-0.00011	-0.00206	0.0	0.00049	0.00538	-0.00113	-0.00077	-0.00017	0.00234	0.00668	-0.00107
85	-0.00194	0.00179	0.00378	0.00523	-0.0009	-0.01059	0.00292	0.00052	0.00346	-0.00121	-0.0009	0.00344	0.00178	0.00734	0.00068	0.00371	0.00445	0.00418	0.00707	6e-05	-0.0057	0.00347	0.0005	0.00592	-0.00489	-0.00669	0.0059	0.00259	0.00264	0.00148	0.00038	-0.0007	0.003	0.00443	0.00363	0.00451	-0.00094	-0.00069	0.00062	0.00143
86	0.00071	0.01687	0.00262	0.01049	0.00417	-0.00401	0.00275	-0.00378	0.0139	0.00046	-0.00096	0.00273	0.01131	0.01527	0.00341	0.00559	0.00194	0.00297	0.00864	0.00192	0.00158	0.002	0.00644	0.01354	-0.00536	-0.00335	-0.00401	0.00575	0.00763	-0.00378	0.00275	-0.00155	-0.00269	0.01191	-0.00302	0.0047	0.00738	0.00252	0.00987	0.00012
87	-0.00181	0.00208	0.00302	0.00309	0.00321	-0.00671	0.00098	0.00257	0.00493	-0.00171	0.00075	0.00384	0.00784	0.00293	-0.00236	0.00338	0.00277	0.007	0.00384	-0.00019	-0.00438	0.00022	0.00626	0.0047	0.00267	-0.00388	-0.00769	0.00046	0.00752	0.00148	0.00335	0.00209	0.0028	0.00446	0.00184	0.0002	-0.00404	0.00015	0.00493	0.00372
88	-0.00219	0.00486	0.00717	0.00753	0.00112	-0.00479	-0.00149	0.00965	0.00546	0.00095	6e-05	-0.00056	0.00838	0.00943	-0.00205	0.00578	0.00198	0.00979	0.00621	0.00036	0.00221	-0.00049	0.00976	0.00578	-0.0013	0.00539	0.00234	0.00513	0.01132	-0.00511	-0.00697	-0.00498	0.00509	0.00838	0.00038	0.00149	-0.00461	0.00072	0.00631	0.00226
89	-0.00369	0.00204	0.00525	0.00173	0.00039	-0.004	0.00287	0.00849	0.00319	-0.00024	-0.00319	0.00059	0.00412	0.00342	0.00159	-0.0009	0.00163	0.00424	0.00426	-0.00241	-0.00041	-0.00122	0.00343	0.00481	-0.00193	0.0003	0.00212	0.00789	0.00538	-0.00053	-2e-05	0.00221	0.00215	0.0014	0.00207	-0.00161	0.00364	0.00357	0.00492	0.0
90	-0.00128	-0.00243	0.00531	0.00387	-0.00034	-0.00644	-0.00138	0.00284	0.00494	-0.0007	0.00128	-0.00012	0.00514	0.00727	-0.00161	0.00178	0.00295	0.00399	0.00551	-0.00076	0.00154	0.00214	0.00464	0.00409	0.0031	-0.00054	-0.00117	0.00296	0.00664	-5e-05	-0.0037	-0.00298	0.00406	0.00472	-0.001	0.00335	0.00223	0.00258	0.00663	-0.00197
91	-0.00093	0.0031	0.00479	0.00519	-0.00045	-0.00458	-0.00048	0.00518	0.00559	-0.00075	0.0011	0.00123	0.00466	0.0078	-0.00035	-0.00182	-0.00029	0.00352	0.00669	0.00125	-0.004	0.00166	0.00411	0.00661	0.00254	-0.00488	-0.0011	0.00374	0.0071	-0.00217	-0.00364	0.00071	0.00246	0.00362	0.00036	0.00183	0.00301	0.00557	0.00716	0.00245
92	0.00308	0.00532	0.00183	0.00235	-0.00193	-0.00865	0.00642	0.0047	0.00548	-0.00073	-0.00084	0.00648	0.00885	0.00327	0.00093	-0.0025	0.00173	0.00801	0.00443	-0.00127	-0.00266	-7e-05	0.00403	0.00283	0.00024	0.00025	-0.00061	0.00488	0.00752	-0.00656	-0.00147	-0.00142	0.00439	0.00589	-0.003	0.0035	0.00126	0.00506	0.00921	0.00395
93	0.00206	0.00138	0.00232	0.00383	0.00291	-0.00736	0.00548	0.0041	0.00102	-5e-05	0.00422	0.00066	-0.00271	0.00866	-0.00083	-0.00195	0.00345	-0.0003	-0.00438	-0.00202	-0.00886	-0.00048	0.00287	0.00117	0.00036	-0.00467	-0.00307	0.00575	0.00317	-0.0018	-0.0024	0.00195	0.00123	0.00079	0.00443	-0.00353	0.00136	0.0015	0.00377	0.00345
94	0.00512	0.00493	0.00296	0.01002	-0.00213	0.00141	0.00573	-0.00382	0.0106	0.00355	0.00673	0.00491	-0.00014	0.01275	0.00048	0.00767	0.00697	0.0072	0.01352	0.00151	0.01841	0.00472	0.00393	0.01011	0.0	0.01022	0.00764	-0.00346	0.01166	-0.00357	0.0096	0.00159	0.00057	0.01111	-0.00441	0.00486	0.00106	0.00959	0.0098	-0.00324
95	0.00472	0.00378	-0.0043	0.00515	0.00148	-0.00903	0.00042	0.0046	0.00371	-0.00549	-0.0014	0.00165	0.00576	-0.00053	-0.00108	0.00332	0.00338	0.00265	0.00775	0.00354	-0.0015	0.00153	0.0044	0.00519	0.00094	-0.00163	-0.00016	0.00386	0.00344	-0.00255	-0.00819	0.00197	0.0065	-0.0015	8e-05	0.00116	-0.00122	-0.00068	0.00136	0.00155
96	-0.00395	-0.00399	0.00816	0.00337	0.00565	-0.0028	0.00331	0.00349	0.00536	-0.0018	-0.00336	-0.00132	0.00807	0.0094	-0.00404	0.00233	0.00011	0.01487	0.00091	0.00117	-0.00075	0.00205	0.00614	0.0051	-0.00218	-0.00454	-0.00503	0.00778	0.00606	0.00183	-0.00474	0.01103	0.00631	0.00938	-0.00164	-0.00494	-0.00027	0.00895	0.00347	-0.00072
97	-0.00165	0.0055	0.00197	0.00292	-0.00204	-0.00304	-0.00047	0.00244	0.00211	0.0005	-0.00024	0.00061	0.001	0.00219	0.00307	0.00043	0.0043	0.00246	0.00591	0.00244	-0.00557	0.00134	0.0032	0.00091	-0.00115	-0.00378	-0.00034	0.00296	0.00163	0.00156	-9e-05	0.00046	0.00406	0.00154	-0.00078	0.00085	0.00318	0.00579	0.00534	-0.00052
98	0.00299	0.00897	0.0018	0.01427	-0.00595	0.00065	0.00054	0.00728	0.01323	-0.00468	0.00301	0.0047	0.00509	0.01064	0.0009	0.00429	0.00971	0.0017	0.0092	-0.00328	-1e-05	0.0038	0.0017	0.01338	0.00341	-0.00568	-0.00064	0.00529	0.01432	-0.00426	-0.00356	0.00113	0.00273	0.01507	-0.00124	0.01013	-0.00435	0.00119	0.01082	0.01012
99	-0.00229	0.00123	0.00318	0.00385	0.00102	-0.00438	-0.00068	0.00196	0.0045	0.00114	0.00107	0.00292	0.00473	0.00506	0.00163	-0.00126	0.00198	0.00629	0.00455	0.00111	-0.00053	0.00141	0.00311	0.006	0.00015	-0.0005	-0.00208	0.00437	0.00652	0.00215	-0.00201	0.00448	0.00413	0.00535	0.00039	0.00209	0.00257	0.00573	0.0054	0.00251
100	-0.00123	0.0059	0.00099	0.00679	0.00019	-0.00049	0.00179	-0.00189	0.00536	0.00063	-0.00296	0.00439	-0.00152	0.00524	0.00089	-0.0017	-0.00029	0.00228	0.00846	0.00194	-0.00754	-0.00045	-0.0013	0.00721	0.00127	-0.00534	-0.00208	-0.00151	0.00378	0.00034	-0.00533	-0.00044	0.0016	0.00644	0.00025	-0.00214	-0.00282	-0.00068	0.00672	-0.00419
101	-0.00554	-0.00525	0.00166	0.01398	-0.00034	-0.00361	0.00062	0.00617	0.01404	-0.00404	0.00494	-0.00059	0.01107	0.0084	0.00011	-0.0026	0.00598	0.00396	0.01104	-0.00084	-0.00345	0.00038	0.00765	0.0081	-0.00903	-0.00256	-0.00184	0.01051	0.01159	-0.0055	-0.00132	0.00676	0.01276	0.00989	0.00065	-0.0097	-0.0052	0.00713	0.01295	0.00622
102	0.00389	0.00092	0.00314	0.00459	-0.00604	0.00275	-0.0087	0.00509	0.00696	0.00269	0.00114	-0.00652	0.00559	0.00618	-0.00245	0.00301	0.00066	0.00083	0.00932	0.00403	0.00104	0.00395	0.00718	0.00781	-0.0	-0.00067	0.00343	0.00577	0.00915	0.00318	-0.00101	0.00222	0.00472	0.00698	0.00033	0.00568	-0.00624	0.0042	0.00822	-0.00395
103	0.00198	0.00878	0.00427	0.00337	-0.00013	-0.00468	0.00219	0.00514	0.0087	-0.0024	-0.00294	0.00175	0.00326	0.01197	-0.00022	0.00933	-0.0009	0.00544	0.00633	-0.00314	0.0002	0.00153	0.00379	0.00807	-0.00639	-0.00409	0.00034	0.00969	0.00968	0.00569	-0.00282	0.00572	0.00178	0.00578	0.00306	0.00463	0.0024	0.00922	0.00819	-0.00547
104	0.00196	0.00267	0.00412	0.01742	-0.0008	0.00403	0.00705	-0.00288	0.01093	0.00416	-0.00966	0.00345	-0.00018	0.0104	-0.0029	-0.00565	0.00124	0.00323	0.00929	0.00069	0.00151	0.00856	0.0027	0.01567	-0.00017	-0.00326	0.00641	0.00795	0.01631	0.0022	0.00493	0.00298	0.00534	0.01451	0.00206	-0.0074	0.00228	-0.00416	0.01834	0.00019
105	0.00781	0.00624	0.01035	0.00306	-0.00228	0.00295	0.01851	0.01053	0.00535	-0.00155	0.00134	0.00734	0.00987	0.00368	-0.00268	0.01398	0.02289	0.02338	0.00256	0.00293	-0.00046	0.00619	0.01139	0.00343	0.00156	0.01012	0.01434	0.01786	0.00367	0.00223	-0.00231	0.01214	0.01261	0.0073	0.00329	0.00071	0.01407	0.00561	0.00443	0.00043
106	-0.00085	0.00416	0.01699	0.00951	-0.00423	0.00358	0.00931	0.01098	0.01042	-0.00179	0.00507	0.00852	0.00692	0.00614	0.00528	-0.00886	0.01136	0.0173	-0.00086	0.00118	0.00452	-0.01051	0.01164	-0.00166	-0.00041	-0.00183	-0.00304	0.01039	-0.00141	0.00136	0.00032	-0.00069	0.01217	0.00501	0.00161	0.00483	-0.00186	0.01886	0.00344	0.00611
107	0.00782	0.00524	0.00409	0.00722	-0.00115	0.00443	-0.00679	0.00425	0.00422	-0.00019	-0.00172	0.00659	0.00681	0.01277	0.00872	-0.00352	-0.00976	0.00561	0.01385	-0.0003	-0.00501	-0.01091	0.00729	0.00838	-0.00261	0.00111	0.00296	0.00396	0.01241	0.00421	0.00321	-0.0068	0.00744	0.01004	0.00252	0.00187	-0.00235	0.00401	0.00797	0.00124
108	-0.00559	-0.00123	0.00309	0.00486	1e-05	-0.00894	-0.00105	0.00362	0.00474	0.00082	0.00323	0.0005	0.00246	0.0041	-0.00142	-0.00643	-0.00028	0.0024	0.00335	0.0011	-0.00374	0.00128	0.00327	0.00549	-4e-05	0.00215	-0.0005	0.00273	0.00537	-0.00043	0.00052	2e-05	0.00076	0.00632	-0.00023	-0.00168	0.00056	0.00212	0.00504	-0.00217
109	-0.00121	-0.0044	-0.00758	0.00245	-0.00347	-0.00037	-0.00037	0.00238	0.00361	0.00143	-0.00302	0.00146	-0.00392	0.00581	-0.00089	0.00197	0.00112	0.00655	0.00446	-0.00025	-0.00657	0.00031	-0.00218	0.0045	0.00149	-0.00662	0.00294	0.00116	0.00277	-0.00129	-0.00226	0.00249	0.0037	0.00765	-0.00032	0.00026	-0.00107	-0.00175	0.00472	-0.00093
110	-0.00157	0.00539	0.00229	0.00403	0.0008	0.00118	0.0014	0.00072	0.00376	-4e-05	0.00124	0.00302	0.00029	0.00486	-0.00017	0.00185	0.00059	-0.00018	0.00328	0.00312	0.00501	0.00161	0.00253	0.00437	0.00248	0.00411	0.00187	0.00239	0.00416	0.00027	0.00293	0.00227	0.00099	0.00712	-0.00054	-0.00239	0.00196	0.00014	0.00458	0.0003
111	-0.00318	0.00282	0.00702	0.00365	-0.00104	-0.00585	0.00134	0.00307	0.00371	-0.00296	0.00025	0.00403	0.00505	0.00782	0.0004	-0.00439	-0.00016	0.00196	0.00643	-0.00077	-0.00765	-0.00121	-0.0016	0.00474	0.00237	-0.00369	0.00429	-0.00134	0.00887	0.00043	0.00411	-0.00415	0.00113	0.00405	-0.00103	0.00224	-0.00162	0.00188	0.00223	-0.00025
112	-0.00794	-0.00469	0.00619	0.0076	0.00198	-0.00022	-0.00305	0.00796	0.00863	-0.0003	-0.00029	0.00818	0.00611	0.00755	0.00089	0.005	-0.00306	0.00352	0.0077	0.00093	-0.00788	0.00214	0.00368	0.00673	0.00135	0.00457	0.00044	0.00438	0.00692	0.00192	0.00107	0.00346	0.00864	0.00765	0.00295	-0.0004	-0.0018	0.00653	0.00534	-0.00075
113	-0.00401	-0.00158	5e-05	0.00502	-0.00483	-0.003	0.00104	-0.00145	0.00298	0.00292	-0.0015	0.00274	0.00214	0.00527	-0.00229	0.00057	-0.00186	0.00057	0.00352	0.00093	-0.00312	0.00198	0.00467	0.00097	-0.00115	-0.00252	-0.00448	0.00025	0.00255	0.00038	-0.0013	-0.0022	-0.00056	0.00382	0.00237	0.00399	0.00161	0.00164	0.00592	0.00393
114	-0.00639	0.00093	0.00552	0.00352	-0.00173	-0.0048	-0.00441	0.00482	0.00332	-0.00369	0.00158	0.00062	0.00197	0.0033	-0.00164	0.00273	0.00171	0.00746	0.00411	0.00045	0.00134	0.00101	0.00833	0.0073	-4e-05	-0.00273	0.00234	0.00661	0.0048	0.00022	-0.00133	0.00479	0.0062	0.00048	-0.0032	0.00431	0.00427	0.00986	0.00445	-0.00029
115	0.00208	-0.00336	-0.00252	-0.0038	0.02762	-0.00612	-0.00251	-0.002	0.01216	0.02525	0.00555	0.00717	0.00106	0.0129	0.02679	0.00247	0.00376	-0.00328	-0.00379	0.03072	-0.01304	-0.00953	0.00176	0.01425	0.01495	0.00863	-0.00922	0.0007	0.00127	0.0177	0.00656	0.01043	-0.00518	0.01175	0.02831	-0.01452	-0.00101	-0.00529	-0.00627	0.02975
116	0.0133	-0.00933	0.00685	0.004	0.00719	0.00141	-0.00633	0.00639	0.00526	0.00846	-0.00266	-0.00323	0.00365	0.00459	0.00531	-0.0039	-0.0051	0.00451	0.00752	0.00195	0.00031	0.01092	0.00212	0.00637	0.00034	0.00755	0.00832	0.00358	0.00758	-0.00543	0.00831	-0.00391	-0.0036	0.00867	-0.00127	0.00323	-0.00273	0.00164	0.01159	-0.00328
117	-0.00102	-0.00125	0.00468	0.00426	0.00039	-0.00611	-0.00036	0.00552	0.00078	-0.00041	-0.00112	0.00098	0.00764	0.00067	0.00126	-0.00064	0.00033	0.00785	0.00293	0.00298	0.00091	0.0018	0.00455	0.00274	0.00174	0.00172	0.00166	0.00546	0.00394	0.00161	0.00402	-0.00036	0.00519	0.00527	0.00282	0.00118	0.00029	0.00662	0.00459	0.00226
118	0.00288	0.00013	0.00266	0.00121	0.00197	-0.00567	0.00182	0.00263	0.00299	-0.00199	-0.00352	0.002	-0.00073	0.00349	-0.00027	0.00209	0.00217	0.0021	0.00203	0.0037	-0.00474	0.00144	0.00222	0.00622	0.0018	-0.00309	-0.00102	0.0066	0.0015	-0.00023	-0.00297	0.00262	0.00449	0.00242	-0.00314	-0.00264	0.00349	0.00045	-0.0007	-0.00021
119	0.00113	0.00545	0.00896	0.00622	0.00147	-0.00204	0.00134	0.00756	0.00398	0.00215	0.0023	-0.0004	0.00475	0.00519	0.00347	-0.00329	-0.00547	0.00779	0.00662	0.00258	-0.00473	-0.00183	0.00967	0.00831	0.00125	-0.00104	0.00233	0.00129	0.0042	0.00424	0.00458	0.00178	0.00951	0.00353	0.00061	-0.00097	0.00507	0.01048	0.0045	0.00347
120	0.01024	0.00449	0.00688	0.01078	0.00424	0.00462	-0.00257	-0.00073	0.01209	-0.00308	0.01298	0.00102	0.00801	0.01177	-0.00176	0.00945	0.00439	-0.00059	0.01117	0.00039	0.00335	0.00636	-0.00293	0.01154	0.00611	0.00871	-0.0002	-0.00298	0.00704	0.00176	0.01031	0.00017	0.00186	0.00932	0.00139	0.00901	0.00397	0.00053	0.00978	-0.00199
121	0.00404	0.00634	0.00438	0.00882	0.00346	-0.00452	0.0031	0.00187	0.01187	-0.0004	0.00291	0.00498	0.00074	0.02316	-0.00289	0.00172	-0.00425	-0.00104	0.02004	-0.00713	0.0135	-4e-05	0.00158	0.01672	0.003	0.01208	-0.00249	0.00886	0.01326	-0.00352	0.0033	-0.00752	-0.00361	0.01914	0.00848	0.00399	-7e-05	-0.00201	0.01658	0.0025
122	-0.00653	-0.00028	0.00145	0.0031	-0.0018	-0.00586	0.00396	-0.00072	0.0011	0.00112	-0.00382	0.00291	-0.00024	0.00367	0.00437	0.00179	-0.00183	0.00119	0.00818	-0.00056	0.00231	-0.00014	-0.0007	0.0039	0.00017	-0.00253	-0.00117	-0.00169	0.00127	-0.00343	-0.00025	-0.00034	0.0013	0.00203	0.00019	-0.00096	0.00091	9e-05	0.00593	-0.00232
123	-0.00274	0.00208	-0.00281	0.00495	-0.0034	-0.00924	-0.00121	0.00089	0.00309	0.00166	-0.00061	0.00112	-0.00253	0.00191	-0.00346	-0.00024	-0.00031	0.00351	0.00052	0.00214	0.00095	0.00217	0.00329	0.00079	0.00026	0.00055	-0.00253	-0.00157	0.00233	0.00019	0.00257	-0.00195	-4e-05	0.00535	-0.00141	-0.00484	-0.00307	0.00199	0.00256	-0.00355
124	-0.00735	-0.00214	0.00508	0.00435	-0.00176	-0.00194	-0.00388	0.00225	0.00402	0.00119	-0.0015	-0.00211	0.00462	0.00481	-0.00672	-0.00249	0.00685	0.00417	0.00447	6e-05	-0.00298	0.00187	0.00611	0.00505	-0.00031	-0.00474	-0.0031	0.00238	0.00362	0.0001	0.00274	-0.00039	0.00671	0.00594	-0.00294	0.00387	0.00313	0.00497	0.00528	0.0012
125	-0.00206	0.00091	0.00349	0.00366	0.0018	-0.00208	-0.0006	0.00533	0.00489	-0.00173	-0.00423	0.00363	0.00612	0.00167	-0.00238	0.00198	-0.00143	0.00651	0.00341	0.0021	-0.00089	-0.00015	0.00456	0.00727	-0.00135	-0.003	0.00342	0.00178	0.00424	0.00073	0.00147	0.00756	0.00409	0.00668	-0.00213	0.00141	0.00327	0.00082	0.00526	0.00049
126	0.00371	-0.00079	0.00037	0.0099	0.00254	0.00623	-0.00556	0.00379	0.00692	0.0025	-0.0014	-0.00024	0.00065	0.00549	0.0009	0.00203	-0.0031	0.00156	0.00706	0.00303	-0.001	0.00492	0.00061	0.00551	0.00217	0.00109	-0.00285	-0.0003	0.00723	0.0035	-0.00035	0.00436	0.00064	0.00873	0.00012	0.00054	0.00282	-0.00112	0.00378	-0.00419
127	0.00057	0.00034	0.00802	0.00544	0.00145	-0.00742	0.00345	0.00384	0.00238	-0.00029	-0.00048	-0.00071	0.00757	0.00224	-0.00384	-0.00194	0.0021	0.00267	0.00335	-0.00286	0.00148	0.00253	0.0006	0.00301	-0.00366	-0.0031	0.00426	0.00891	0.00332	-0.00224	0.00339	7e-05	0.0046	0.00527	-0.00148	-0.002	-1e-05	0.00158	0.00734	-0.00083
128	0.00203	-0.00155	-0.00042	0.01282	-0.00106	0.0081	-0.00188	0.00287	0.00976	-0.00014	-0.00064	0.0005	0.00099	0.01683	-0.00107	0.00929	-0.00402	-0.00114	0.01309	-0.00359	9e-05	0.00338	-0.00369	0.00578	-0.00246	0.00218	0.00986	-0.01211	0.01225	0.00102	-0.00427	-0.00721	0.00257	0.0148	-0.00918	0.00418	-0.00803	0.00023	0.00932	-0.005
