protein	class	lag	features
>10281	1	l6	-0.01017,0.08710,-0.01162,-0.02582,-0.06568,0.08710,-0.01162,-0.02582,-0.06568,-0.01017,-0.01162,-0.02582,-0.06568,-0.01017,0.08710,-0.02582,-0.06568,-0.01017,0.08710,-0.01162
>10281	1	l7	0.02031,-0.03582,0.04193,-0.04109,-0.06107,-0.03582,0.04193,-0.04109,-0.06107,0.02031,0.04193,-0.04109,-0.06107,0.02031,-0.03582,-0.04109,-0.06107,0.02031,-0.03582,0.04193
>10281	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10282	1	l1	-0.00053,0.00426,0.01698,-0.00922,0.01447,0.00426,0.01698,-0.00922,0.01447,-0.00053,0.01698,-0.00922,0.01447,-0.00053,0.00426,-0.00922,0.01447,-0.00053,0.00426,0.01698
>10282	1	l2	0.00034,-0.04983,0.02112,0.00019,-0.03055,-0.04983,0.02112,0.00019,-0.03055,0.00034,0.02112,0.00019,-0.03055,0.00034,-0.04983,0.00019,-0.03055,0.00034,-0.04983,0.02112
>10282	1	l3	-0.00679,-0.00052,0.01171,-0.00447,0.01604,-0.00052,0.01171,-0.00447,0.01604,-0.00679,0.01171,-0.00447,0.01604,-0.00679,-0.00052,-0.00447,0.01604,-0.00679,-0.00052,0.01171
>10282	1	l4	0.00460,0.02878,0.01255,0.00211,0.02720,0.02878,0.01255,0.00211,0.02720,0.00460,0.01255,0.00211,0.02720,0.00460,0.02878,0.00211,0.02720,0.00460,0.02878,0.01255
>10282	1	l5	-0.00377,0.01324,0.01646,-0.01022,-0.04378,0.01324,0.01646,-0.01022,-0.04378,-0.00377,0.01646,-0.01022,-0.04378,-0.00377,0.01324,-0.01022,-0.04378,-0.00377,0.01324,0.01646
>10282	1	l6	-0.02474,0.01107,-0.01560,-0.01079,-0.05251,0.01107,-0.01560,-0.01079,-0.05251,-0.02474,-0.01560,-0.01079,-0.05251,-0.02474,0.01107,-0.01079,-0.05251,-0.02474,0.01107,-0.01560
>10282	1	l7	-0.00764,0.00665,-0.00877,0.02824,0.00242,0.00665,-0.00877,0.02824,0.00242,-0.00764,-0.00877,0.02824,0.00242,-0.00764,0.00665,0.02824,0.00242,-0.00764,0.00665,-0.00877
>10282	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10283	1	l1	-0.00073,0.03640,0.02764,-0.00393,0.00396,0.03640,0.02764,-0.00393,0.00396,-0.00073,0.02764,-0.00393,0.00396,-0.00073,0.03640,-0.00393,0.00396,-0.00073,0.03640,0.02764
>10283	1	l2	0.00260,-0.04307,0.02970,-0.00025,-0.01320,-0.04307,0.02970,-0.00025,-0.01320,0.00260,0.02970,-0.00025,-0.01320,0.00260,-0.04307,-0.00025,-0.01320,0.00260,-0.04307,0.02970
>10283	1	l3	-0.00811,-0.04163,0.02479,-0.01419,0.03199,-0.04163,0.02479,-0.01419,0.03199,-0.00811,0.02479,-0.01419,0.03199,-0.00811,-0.04163,-0.01419,0.03199,-0.00811,-0.04163,0.02479
>10283	1	l4	0.01162,0.03051,0.02126,0.00040,0.02219,0.03051,0.02126,0.00040,0.02219,0.01162,0.02126,0.00040,0.02219,0.01162,0.03051,0.00040,0.02219,0.01162,0.03051,0.02126
>10283	1	l5	-0.00405,0.05718,0.02722,0.00694,-0.03025,0.05718,0.02722,0.00694,-0.03025,-0.00405,0.02722,0.00694,-0.03025,-0.00405,0.05718,0.00694,-0.03025,-0.00405,0.05718,0.02722
>10283	1	l6	-0.01796,0.03135,0.01014,-0.01213,-0.00044,0.03135,0.01014,-0.01213,-0.00044,-0.01796,0.01014,-0.01213,-0.00044,-0.01796,0.03135,-0.01213,-0.00044,-0.01796,0.03135,0.01014
>10283	1	l7	-0.04543,0.02090,0.01268,-0.00489,0.00194,0.02090,0.01268,-0.00489,0.00194,-0.04543,0.01268,-0.00489,0.00194,-0.04543,0.02090,-0.00489,0.00194,-0.04543,0.02090,0.01268
>10283	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
>10287	1	l1	-0.04269,-0.02283,-0.01617,0.00487,0.00082,-0.02283,-0.01617,0.00487,0.00082,-0.04269,-0.01617,0.00487,0.00082,-0.04269,-0.02283,0.00487,0.00082,-0.04269,-0.02283,-0.01617
>10287	1	l2	0.01266,0.01960,0.00472,0.01494,-0.00782,0.01960,0.00472,0.01494,-0.00782,0.01266,0.00472,0.01494,-0.00782,0.01266,0.01960,0.01494,-0.00782,0.01266,0.01960,0.00472
>10287	1	l3	-0.01167,0.01185,-0.01257,0.00508,-0.01027,0.01185,-0.01257,0.00508,-0.01027,-0.01167,-0.01257,0.00508,-0.01027,-0.01167,0.01185,0.00508,-0.01027,-0.01167,0.01185,-0.01257
>10287	1	l4	0.02059,-0.03110,0.00123,0.00896,-0.00341,-0.03110,0.00123,0.00896,-0.00341,0.02059,0.00123,0.00896,-0.00341,0.02059,-0.03110,0.00896,-0.00341,0.02059,-0.03110,0.00123
>10287	1	l5	-0.01898,0.01133,-0.01765,0.01184,-0.01648,0.01133,-0.01765,0.01184,-0.01648,-0.01898,-0.01765,0.01184,-0.01648,-0.01898,0.01133,0.01184,-0.01648,-0.01898,0.01133,-0.01765
>10287	1	l6	0.01583,-0.00207,-0.00614,-0.01221,-0.00283,-0.00207,-0.00614,-0.01221,-0.00283,0.01583,-0.00614,-0.01221,-0.00283,0.01583,-0.00207,-0.01221,-0.00283,0.01583,-0.00207,-0.00614
>10287	1	l7	-0.02210,-0.01306,-0.03989,-0.00217,0.01008,-0.01306,-0.03989,-0.00217,0.01008,-0.02210,-0.03989,-0.00217,0.01008,-0.02210,-0.01306,-0.00217,0.01008,-0.02210,-0.01306,-0.03989
>10287	1	l8	0.01170,0.03425,0.04486,0.01180,0.00667,0.03425,0.04486,0.01180,0.00667,0.01170,0.04486,0.01180,0.00667,0.01170,0.03425,0.01180,0.00667,0.01170,0.03425,0.04486
>10288	1	l1	-0.02764,-0.01577,-0.01643,-0.00423,0.00164,-0.01577,-0.01643,-0.00423,0.00164,-0.02764,-0.01643,-0.00423,0.00164,-0.02764,-0.01577,-0.00423,0.00164,-0.02764,-0.01577,-0.01643
>10288	1	l2	-0.00087,0.01302,0.01006,0.00296,-0.01192,0.01302,0.01006,0.00296,-0.01192,-0.00087,0.01006,0.00296,-0.01192,-0.00087,0.01302,0.00296,-0.01192,-0.00087,0.01302,0.01006
>10288	1	l3	-0.00474,0.00496,-0.00675,0.01570,-0.00999,0.00496,-0.00675,0.01570,-0.00999,-0.00474,-0.00675,0.01570,-0.00999,-0.00474,0.00496,0.01570,-0.00999,-0.00474,0.00496,-0.00675
>10288	1	l4	0.01021,-0.01875,-0.00038,-0.00355,0.00659,-0.01875,-0.00038,-0.00355,0.00659,0.01021,-0.00038,-0.00355,0.00659,0.01021,-0.01875,-0.00355,0.00659,0.01021,-0.01875,-0.00038
>10288	1	l5	-0.00659,0.01032,0.00888,0.00829,-0.00753,0.01032,0.00888,0.00829,-0.00753,-0.00659,0.00888,0.00829,-0.00753,-0.00659,0.01032,0.00829,-0.00753,-0.00659,0.01032,0.00888
>10288	1	l6	0.00520,0.00896,-0.02120,0.00465,-0.00948,0.00896,-0.02120,0.00465,-0.00948,0.00520,-0.02120,0.00465,-0.00948,0.00520,0.00896,0.00465,-0.00948,0.00520,0.00896,-0.02120
>10288	1	l7	-0.00873,0.00656,-0.01205,-0.00741,-0.00474,0.00656,-0.01205,-0.00741,-0.00474,-0.00873,-0.01205,-0.00741,-0.00474,-0.00873,0.00656,-0.00741,-0.00474,-0.00873,0.00656,-0.01205
>10288	1	l8	0.01503,0.02754,0.00628,0.00448,0.01575,0.02754,0.00628,0.00448,0.01575,0.01503,0.00628,0.00448,0.01575,0.01503,0.02754,0.00448,0.01575,0.01503,0.02754,0.00628
>10290	1	l1	0.00527,-0.00299,0.00674,0.00289,-0.00716,-0.00299,0.00674,0.00289,-0.00716,0.00527,0.00674,0.00289,-0.00716,0.00527,-0.00299,0.00289,-0.00716,0.00527,-0.00299,0.00674
>10290	1	l2	0.02716,0.00131,0.00871,-0.00597,-0.00248,0.00131,0.00871,-0.00597,-0.00248,0.02716,0.00871,-0.00597,-0.00248,0.02716,0.00131,-0.00597,-0.00248,0.02716,0.00131,0.00871
>10290	1	l3	0.03567,-0.00100,-0.00522,-0.01637,-0.01156,-0.00100,-0.00522,-0.01637,-0.01156,0.03567,-0.00522,-0.01637,-0.01156,0.03567,-0.00100,-0.01637,-0.01156,0.03567,-0.00100,-0.00522
>10290	1	l4	-0.00742,0.00306,-0.00049,0.00513,0.01129,0.00306,-0.00049,0.00513,0.01129,-0.00742,-0.00049,0.00513,0.01129,-0.00742,0.00306,0.00513,0.01129,-0.00742,0.00306,-0.00049
>10290	1	l5	0.00092,0.00426,-0.00452,0.01917,-0.01385,0.00426,-0.00452,0.01917,-0.01385,0.00092,-0.00452,0.01917,-0.01385,0.00092,0.00426,0.01917,-0.01385,0.00092,0.00426,-0.00452
>10290	1	l6	0.03103,-0.00824,-0.01027,0.01229,0.02784,-0.00824,-0.01027,0.01229,0.02784,0.03103,-0.01027,0.01229,0.02784,0.03103,-0.00824,0.01229,0.02784,0.03103,-0.00824,-0.01027
>10290	1	l7	-0.00207,0.00529,-0.02071,0.04367,0.00005,0.00529,-0.02071,0.04367,0.00005,-0.00207,-0.02071,0.04367,0.00005,-0.00207,0.00529,0.04367,0.00005,-0.00207,0.00529,-0.02071
>10290	1	l8	0.02015,-0.00309,0.00701,-0.00919,-0.00920,-0.00309,0.00701,-0.00919,-0.00920,0.02015,0.00701,-0.00919,-0.00920,0.02015,-0.00309,-0.00919,-0.00920,0.02015,-0.00309,0.00701
>10291	1	l1	0.00275,0.00834,-0.00572,0.00077,-0.00221,0.00834,-0.00572,0.00077,-0.00221,0.00275,-0.00572,0.00077,-0.00221,0.00275,0.00834,0.00077,-0.00221,0.00275,0.00834,-0.00572
>10291	1	l2	-0.00851,0.00014,-0.01967,-0.00189,0.00279,0.00014,-0.01967,-0.00189,0.00279,-0.00851,-0.01967,-0.00189,0.00279,-0.00851,0.00014,-0.00189,0.00279,-0.00851,0.00014,-0.01967
>10291	1	l3	-0.02538,-0.00540,0.01354,-0.01657,-0.01549,-0.00540,0.01354,-0.01657,-0.01549,-0.02538,0.01354,-0.01657,-0.01549,-0.02538,-0.00540,-0.01657,-0.01549,-0.02538,-0.00540,0.01354
>10291	1	l4	0.00126,-0.00336,0.01060,-0.00351,-0.00074,-0.00336,0.01060,-0.00351,-0.00074,0.00126,0.01060,-0.00351,-0.00074,0.00126,-0.00336,-0.00351,-0.00074,0.00126,-0.00336,0.01060
>10291	1	l5	-0.01478,-0.00139,-0.00543,-0.00704,-0.00041,-0.00139,-0.00543,-0.00704,-0.00041,-0.01478,-0.00543,-0.00704,-0.00041,-0.01478,-0.00139,-0.00704,-0.00041,-0.01478,-0.00139,-0.00543
>10291	1	l6	0.00964,-0.00463,0.00515,-0.00536,-0.00711,-0.00463,0.00515,-0.00536,-0.00711,0.00964,0.00515,-0.00536,-0.00711,0.00964,-0.00463,-0.00536,-0.00711,0.00964,-0.00463,0.00515
>10291	1	l7	0.00337,-0.00136,0.04059,0.03028,0.01794,-0.00136,0.04059,0.03028,0.01794,0.00337,0.04059,0.03028,0.01794,0.00337,-0.00136,0.03028,0.01794,0.00337,-0.00136,0.04059
>10291	1	l8	0.01398,-0.01125,-0.03252,0.01755,-0.01556,-0.01125,-0.03252,0.01755,-0.01556,0.01398,-0.03252,0.01755,-0.01556,0.01398,-0.01125,0.01755,-0.01556,0.01398,-0.01125,-0.03252
>10292	1	l1	0.01711,-0.00820,-0.00550,-0.00777,-0.01026,-0.00820,-0.00550,-0.00777,-0.01026,0.01711,-0.00550,-0.00777,-0.01026,0.01711,-0.00820,-0.00777,-0.01026,0.01711,-0.00820,-0.00550
>10292	1	l2	0.02501,0.01811,0.00666,-0.00031,0.00090,0.01811,0.00666,-0.00031,0.00090,0.02501,0.00666,-0.00031,0.00090,0.02501,0.01811,-0.00031,0.00090,0.02501,0.01811,0.00666
>10292	1	l3	0.00359,-0.00286,-0.00756,-0.01520,0.00771,-0.00286,-0.00756,-0.01520,0.00771,0.00359,-0.00756,-0.01520,0.00771,0.00359,-0.00286,-0.01520,0.00771,0.00359,-0.00286,-0.00756
>10292	1	l4	0.00554,0.00242,0.01867,0.02682,-0.00470,0.00242,0.01867,0.02682,-0.00470,0.00554,0.01867,0.02682,-0.00470,0.00554,0.00242,0.02682,-0.00470,0.00554,0.00242,0.01867
>10292	1	l5	0.00619,0.01567,-0.00222,-0.02921,-0.01444,0.01567,-0.00222,-0.02921,-0.01444,0.00619,-0.00222,-0.02921,-0.01444,0.00619,0.01567,-0.02921,-0.01444,0.00619,0.01567,-0.00222
>10292	1	l6	0.02916,0.01890,0.00766,0.01927,0.02632,0.01890,0.00766,0.01927,0.02632,0.02916,0.00766,0.01927,0.02632,0.02916,0.01890,0.01927,0.02632,0.02916,0.01890,0.00766
>10292	1	l7	-0.00333,-0.01727,0.00490,-0.00317,-0.00931,-0.01727,0.00490,-0.00317,-0.00931,-0.00333,0.00490,-0.00317,-0.00931,-0.00333,-0.01727,-0.00317,-0.00931,-0.00333,-0.01727,0.00490
>10292	1	l8	0.01376,0.00869,0.01346,0.00468,0.01808,0.00869,0.01346,0.00468,0.01808,0.01376,0.01346,0.00468,0.01808,0.01376,0.00869,0.00468,0.01808,0.01376,0.00869,0.01346
>10294	1	l1	-0.00681,-0.00757,0.01011,0.00128,-0.02924,-0.00757,0.01011,0.00128,-0.02924,-0.00681,0.01011,0.00128,-0.02924,-0.00681,-0.00757,0.00128,-0.02924,-0.00681,-0.00757,0.01011
>10294	1	l2	0.00507,0.03343,0.00031,0.00667,0.02674,0.03343,0.00031,0.00667,0.02674,0.00507,0.00031,0.00667,0.02674,0.00507,0.03343,0.00667,0.02674,0.00507,0.03343,0.00031
>10294	1	l3	0.00917,-0.01181,-0.00355,0.02252,-0.02218,-0.01181,-0.00355,0.02252,-0.02218,0.00917,-0.00355,0.02252,-0.02218,0.00917,-0.01181,0.02252,-0.02218,0.00917,-0.01181,-0.00355
>10294	1	l4	0.00078,0.02208,-0.00417,-0.00273,0.02097,0.02208,-0.00417,-0.00273,0.02097,0.00078,-0.00417,-0.00273,0.02097,0.00078,0.02208,-0.00273,0.02097,0.00078,0.02208,-0.00417
>10294	1	l5	-0.00847,-0.01983,-0.01595,0.02690,-0.00665,-0.01983,-0.01595,0.02690,-0.00665,-0.00847,-0.01595,0.02690,-0.00665,-0.00847,-0.01983,0.02690,-0.00665,-0.00847,-0.01983,-0.01595
>10294	1	l6	0.01185,0.01667,-0.01554,0.00396,-0.00028,0.01667,-0.01554,0.00396,-0.00028,0.01185,-0.01554,0.00396,-0.00028,0.01185,0.01667,0.00396,-0.00028,0.01185,0.01667,-0.01554
>10294	1	l7	0.01320,-0.02899,-0.00923,-0.01585,0.00571,-0.02899,-0.00923,-0.01585,0.00571,0.01320,-0.00923,-0.01585,0.00571,0.01320,-0.02899,-0.01585,0.00571,0.01320,-0.02899,-0.00923
>10294	1	l8	-0.01596,0.01018,0.01118,0.00077,-0.02938,0.01018,0.01118,0.00077,-0.02938,-0.01596,0.01118,0.00077,-0.02938,-0.01596,0.01018,0.00077,-0.02938,-0.01596,0.01018,0.01118
>10295	1	l1	0.01991,0.04228,0.01450,-0.00734,0.00286,0.04228,0.01450,-0.00734,0.00286,0.01991,0.01450,-0.00734,0.00286,0.01991,0.04228,-0.00734,0.00286,0.01991,0.04228,0.01450
>10295	1	l2	0.02555,0.04877,0.01069,0.00060,-0.00177,0.04877,0.01069,0.00060,-0.00177,0.02555,0.01069,0.00060,-0.00177,0.02555,0.04877,0.00060,-0.00177,0.02555,0.04877,0.01069
>10295	1	l3	0.02320,-0.00606,0.01417,-0.02471,0.01300,-0.00606,0.01417,-0.02471,0.01300,0.02320,0.01417,-0.02471,0.01300,0.02320,-0.00606,-0.02471,0.01300,0.02320,-0.00606,0.01417
>10295	1	l4	0.00058,0.01935,0.02202,-0.00205,0.00245,0.01935,0.02202,-0.00205,0.00245,0.00058,0.02202,-0.00205,0.00245,0.00058,0.01935,-0.00205,0.00245,0.00058,0.01935,0.02202
>10295	1	l5	0.00453,-0.02306,0.00548,-0.02233,-0.00988,-0.02306,0.00548,-0.02233,-0.00988,0.00453,0.00548,-0.02233,-0.00988,0.00453,-0.02306,-0.02233,-0.00988,0.00453,-0.02306,0.00548
>10295	1	l6	-0.02475,0.00889,0.00576,-0.01287,0.01539,0.00889,0.00576,-0.01287,0.01539,-0.02475,0.00576,-0.01287,0.01539,-0.02475,0.00889,-0.01287,0.01539,-0.02475,0.00889,0.00576
>10295	1	l7	-0.02329,-0.04319,0.00410,0.00730,0.02119,-0.04319,0.00410,0.00730,0.02119,-0.02329,0.00410,0.00730,0.02119,-0.02329,-0.04319,0.00730,0.02119,-0.02329,-0.04319,0.00410
>10295	1	l8	-0.02368,-0.06187,0.00473,-0.02255,-0.00551,-0.06187,0.00473,-0.02255,-0.00551,-0.02368,0.00473,-0.02255,-0.00551,-0.02368,-0.06187,-0.02255,-0.00551,-0.02368,-0.06187,0.00473
>10296	1	l1	0.00179,0.02746,0.00015,0.01036,-0.00794,0.02746,0.00015,0.01036,-0.00794,0.00179,0.00015,0.01036,-0.00794,0.00179,0.02746,0.01036,-0.00794,0.00179,0.02746,0.00015
>10296	1	l2	0.00723,0.01309,-0.00129,0.00017,0.01380,0.01309,-0.00129,0.00017,0.01380,0.00723,-0.00129,0.00017,0.01380,0.00723,0.01309,0.00017,0.01380,0.00723,0.01309,-0.00129
>10296	1	l3	-0.00590,-0.01189,0.00160,-0.00989,-0.01914,-0.01189,0.00160,-0.00989,-0.01914,-0.00590,0.00160,-0.00989,-0.01914,-0.00590,-0.01189,-0.00989,-0.01914,-0.00590,-0.01189,0.00160
>10296	1	l4	-0.00969,-0.02417,0.00469,-0.01849,-0.00322,-0.02417,0.00469,-0.01849,-0.00322,-0.00969,0.00469,-0.01849,-0.00322,-0.00969,-0.02417,-0.01849,-0.00322,-0.00969,-0.02417,0.00469
>10296	1	l5	-0.01718,-0.02878,0.01532,0.00286,0.00073,-0.02878,0.01532,0.00286,0.00073,-0.01718,0.01532,0.00286,0.00073,-0.01718,-0.02878,0.00286,0.00073,-0.01718,-0.02878,0.01532
>10296	1	l6	0.00983,-0.02227,-0.00010,-0.01354,-0.01729,-0.02227,-0.00010,-0.01354,-0.01729,0.00983,-0.00010,-0.01354,-0.01729,0.00983,-0.02227,-0.01354,-0.01729,0.00983,-0.02227,-0.00010
>10296	1	l7	0.02903,-0.01487,0.00107,0.01344,0.01151,-0.01487,0.00107,0.01344,0.01151,0.02903,0.00107,0.01344,0.01151,0.02903,-0.01487,0.01344,0.01151,0.02903,-0.01487,0.00107
>10296	1	l8	0.00238,-0.00105,0.00378,0.02417,-0.01623,-0.00105,0.00378,0.02417,-0.01623,0.00238,0.00378,0.02417,-0.01623,0.00238,-0.00105,0.02417,-0.01623,0.00238,-0.00105,0.00378
>10299	1	l1	0.00241,-0.00089,0.00424,-0.00462,-0.00768,-0.00089,0.00424,-0.00462,-0.00768,0.00241,0.00424,-0.00462,-0.00768,0.00241,-0.00089,-0.00462,-0.00768,0.00241,-0.00089,0.00424
>10299	1	l2	-0.02287,-0.02727,-0.01552,0.00804,0.01921,-0.02727,-0.01552,0.00804,0.01921,-0.02287,-0.01552,0.00804,0.01921,-0.02287,-0.02727,0.00804,0.01921,-0.02287,-0.02727,-0.01552
>10299	1	l3	-0.00724,-0.03685,0.00367,0.01541,0.01752,-0.03685,0.00367,0.01541,0.01752,-0.00724,0.00367,0.01541,0.01752,-0.00724,-0.03685,0.01541,0.01752,-0.00724,-0.03685,0.00367
>10299	1	l4	-0.00640,0.01678,0.02083,0.03942,-0.02611,0.01678,0.02083,0.03942,-0.02611,-0.00640,0.02083,0.03942,-0.02611,-0.00640,0.01678,0.03942,-0.02611,-0.00640,0.01678,0.02083
>10299	1	l5	-0.01914,0.01167,0.00211,-0.01801,0.02079,0.01167,0.00211,-0.01801,0.02079,-0.01914,0.00211,-0.01801,0.02079,-0.01914,0.01167,-0.01801,0.02079,-0.01914,0.01167,0.00211
>10299	1	l6	-0.00687,0.01081,-0.01873,0.01227,-0.01381,0.01081,-0.01873,0.01227,-0.01381,-0.00687,-0.01873,0.01227,-0.01381,-0.00687,0.01081,0.01227,-0.01381,-0.00687,0.01081,-0.01873
>10299	1	l7	0.02097,0.02016,0.00557,0.01079,-0.01314,0.02016,0.00557,0.01079,-0.01314,0.02097,0.00557,0.01079,-0.01314,0.02097,0.02016,0.01079,-0.01314,0.02097,0.02016,0.00557
>10299	1	l8	0.02871,-0.02536,0.02653,0.02300,-0.01149,-0.02536,0.02653,0.02300,-0.01149,0.02871,0.02653,0.02300,-0.01149,0.02871,-0.02536,0.02300,-0.01149,0.02871,-0.02536,0.02653
>10300	1	l1	0.00573,-0.01137,0.03757,0.01784,0.01513,-0.01137,0.03757,0.01784,0.01513,0.00573,0.03757,0.01784,0.01513,0.00573,-0.01137,0.01784,0.01513,0.00573,-0.01137,0.03757
>10300	1	l2	0.00485,-0.00104,0.03764,-0.00455,0.02318,-0.00104,0.03764,-0.00455,0.02318,0.00485,0.03764,-0.00455,0.02318,0.00485,-0.00104,-0.00455,0.02318,0.00485,-0.00104,0.03764
>10300	1	l3	0.01343,0.00635,0.03779,-0.00772,0.02465,0.00635,0.03779,-0.00772,0.02465,0.01343,0.03779,-0.00772,0.02465,0.01343,0.00635,-0.00772,0.02465,0.01343,0.00635,0.03779
>10300	1	l4	0.01385,0.00630,0.03805,0.00133,0.01749,0.00630,0.03805,0.00133,0.01749,0.01385,0.03805,0.00133,0.01749,0.01385,0.00630,0.00133,0.01749,0.01385,0.00630,0.03805
>10300	1	l5	-0.02206,-0.00354,0.04322,-0.01599,0.02892,-0.00354,0.04322,-0.01599,0.02892,-0.02206,0.04322,-0.01599,0.02892,-0.02206,-0.00354,-0.01599,0.02892,-0.02206,-0.00354,0.04322
>10300	1	l6	-0.01572,-0.00612,0.02363,-0.01590,0.01771,-0.00612,0.02363,-0.01590,0.01771,-0.01572,0.02363,-0.01590,0.01771,-0.01572,-0.00612,-0.01590,0.01771,-0.01572,-0.00612,0.02363
>10300	1	l7	-0.01701,0.02848,0.02969,0.00202,0.01734,0.02848,0.02969,0.00202,0.01734,-0.01701,0.02969,0.00202,0.01734,-0.01701,0.02848,0.00202,0.01734,-0.01701,0.02848,0.02969
>10300	1	l8	0.02244,-0.02606,0.03150,0.03398,0.02090,-0.02606,0.03150,0.03398,0.02090,0.02244,0.03150,0.03398,0.02090,0.02244,-0.02606,0.03398,0.02090,0.02244,-0.02606,0.03150
>10302	1	l1	0.01840,-0.01421,-0.02966,-0.03001,0.00090,-0.01421,-0.02966,-0.03001,0.00090,0.01840,-0.02966,-0.03001,0.00090,0.01840,-0.01421,-0.03001,0.00090,0.01840,-0.01421,-0.02966
>10302	1	l2	-0.00371,0.01554,0.01489,-0.00800,0.02690,0.01554,0.01489,-0.00800,0.02690,-0.00371,0.01489,-0.00800,0.02690,-0.00371,0.01554,-0.00800,0.02690,-0.00371,0.01554,0.01489
>10302	1	l3	-0.00567,-0.01431,-0.00982,0.02655,0.01227,-0.01431,-0.00982,0.02655,0.01227,-0.00567,-0.00982,0.02655,0.01227,-0.00567,-0.01431,0.02655,0.01227,-0.00567,-0.01431,-0.00982
>10302	1	l4	0.01482,0.01739,0.00470,-0.03791,0.01043,0.01739,0.00470,-0.03791,0.01043,0.01482,0.00470,-0.03791,0.01043,0.01482,0.01739,-0.03791,0.01043,0.01482,0.01739,0.00470
>10302	1	l5	0.02582,0.01178,0.00835,0.05542,0.00260,0.01178,0.00835,0.05542,0.00260,0.02582,0.00835,0.05542,0.00260,0.02582,0.01178,0.05542,0.00260,0.02582,0.01178,0.00835
>10302	1	l6	0.00810,0.00617,-0.02228,-0.01057,0.03099,0.00617,-0.02228,-0.01057,0.03099,0.00810,-0.02228,-0.01057,0.03099,0.00810,0.00617,-0.01057,0.03099,0.00810,0.00617,-0.02228
>10302	1	l7	-0.03362,0.01739,0.03529,-0.04229,0.01250,0.01739,0.03529,-0.04229,0.01250,-0.03362,0.03529,-0.04229,0.01250,-0.03362,0.01739,-0.04229,0.01250,-0.03362,0.01739,0.03529
>10302	1	l8	-0.01501,0.00341,-0.03941,0.03996,0.04801,0.00341,-0.03941,0.03996,0.04801,-0.01501,-0.03941,0.03996,0.04801,-0.01501,0.00341,0.03996,0.04801,-0.01501,0.00341,-0.03941
>10304	1	l1	-0.00404,0.00158,0.00972,-0.00259,0.02262,0.00158,0.00972,-0.00259,0.02262,-0.00404,0.00972,-0.00259,0.02262,-0.00404,0.00158,-0.00259,0.02262,-0.00404,0.00158,0.00972
>10304	1	l2	-0.02452,-0.03033,0.00207,0.01544,0.02446,-0.03033,0.00207,0.01544,0.02446,-0.02452,0.00207,0.01544,0.02446,-0.02452,-0.03033,0.01544,0.02446,-0.02452,-0.03033,0.00207
>10304	1	l3	0.01499,-0.00111,0.02180,0.00116,0.01739,-0.00111,0.02180,0.00116,0.01739,0.01499,0.02180,0.00116,0.01739,0.01499,-0.00111,0.00116,0.01739,0.01499,-0.00111,0.02180
>10304	1	l4	-0.00672,0.00707,0.00286,-0.01458,0.01767,0.00707,0.00286,-0.01458,0.01767,-0.00672,0.00286,-0.01458,0.01767,-0.00672,0.00707,-0.01458,0.01767,-0.00672,0.00707,0.00286
>10304	1	l5	-0.05339,0.00145,0.00980,-0.02403,0.02814,0.00145,0.00980,-0.02403,0.02814,-0.05339,0.00980,-0.02403,0.02814,-0.05339,0.00145,-0.02403,0.02814,-0.05339,0.00145,0.00980
>10304	1	l6	-0.01019,0.02639,0.01988,-0.02505,0.02487,0.02639,0.01988,-0.02505,0.02487,-0.01019,0.01988,-0.02505,0.02487,-0.01019,0.02639,-0.02505,0.02487,-0.01019,0.02639,0.01988
>10304	1	l7	0.06868,-0.00845,0.01649,-0.02257,0.04651,-0.00845,0.01649,-0.02257,0.04651,0.06868,0.01649,-0.02257,0.04651,0.06868,-0.00845,-0.02257,0.04651,0.06868,-0.00845,0.01649
>10304	1	l8	-0.01989,-0.05375,-0.01739,0.00378,0.04146,-0.05375,-0.01739,0.00378,0.04146,-0.01989,-0.01739,0.00378,0.04146,-0.01989,-0.05375,0.00378,0.04146,-0.01989,-0.05375,-0.01739
>10307	1	l1	-0.00454,-0.00275,0.02461,0.00735,0.01279,-0.00275,0.02461,0.00735,0.01279,-0.00454,0.02461,0.00735,0.01279,-0.00454,-0.00275,0.00735,0.01279,-0.00454,-0.00275,0.02461
>10307	1	l2	0.02043,-0.00114,-0.00735,0.00098,0.01684,-0.00114,-0.00735,0.00098,0.01684,0.02043,-0.00735,0.00098,0.01684,0.02043,-0.00114,0.00098,0.01684,0.02043,-0.00114,-0.00735
>10307	1	l3	-0.01425,0.00648,-0.01309,-0.02593,0.01344,0.00648,-0.01309,-0.02593,0.01344,-0.01425,-0.01309,-0.02593,0.01344,-0.01425,0.00648,-0.02593,0.01344,-0.01425,0.00648,-0.01309
