protein	class	lag	features
>10375	1	l1	0.00344,-0.02339,0.04343,0.01091,0.00703
>10375	1	l2	-0.02214,-0.01101,0.01167,-0.00877,-0.01061
>10375	1	l3	-0.02123,0.00768,0.00944,-0.00772,-0.03032
>10375	1	l4	0.01152,-0.01050,0.00347,0.01090,-0.00283
>10375	1	l5	0.04086,0.02966,0.01069,0.02234,0.01703
>10375	1	l6	0.00121,-0.03602,0.01901,0.01827,0.01288
>10375	1	l7	-0.03051,0.00440,0.01492,-0.00768,0.01305
>10375	1	l8	-0.02095,0.02066,0.01834,-0.01715,-0.04960
>10376	1	l1	0.00699,0.00313,0.01266,0.00116,-0.00462
>10376	1	l2	0.00062,-0.00993,-0.00750,0.00041,0.00759
>10376	1	l3	0.00889,0.01085,-0.00959,0.00233,-0.00391
>10376	1	l4	0.02005,-0.00381,0.02683,-0.00298,0.00898
>10376	1	l5	-0.00485,-0.00017,0.04223,-0.00253,0.00224
>10376	1	l6	0.01301,-0.00431,0.01715,-0.00684,-0.01147
>10376	1	l7	-0.03570,0.01806,-0.00067,-0.00995,0.00303
>10376	1	l8	-0.02817,0.03556,-0.02413,-0.01529,-0.00904
>10377	1	l1	0.01380,0.01891,0.01034,0.00861,0.01831
>10377	1	l2	-0.01568,-0.00503,-0.00048,-0.00625,-0.00643
>10377	1	l3	0.00430,-0.02687,0.02473,-0.00995,-0.00476
>10377	1	l4	0.01202,-0.00810,-0.00015,-0.02741,-0.00361
>10377	1	l5	-0.00289,0.02895,0.01480,-0.00664,-0.02349
>10377	1	l6	-0.02465,0.00627,0.03283,-0.00472,-0.01514
>10377	1	l7	-0.00227,-0.00949,0.00253,0.00804,0.00932
>10377	1	l8	0.02025,-0.05703,-0.01312,0.02846,0.00738
>10378	1	l1	0.03377,-0.00420,0.00288,-0.00117,0.00078
>10378	1	l2	0.00952,-0.03705,0.02144,0.00032,0.00091
>10378	1	l3	-0.01662,0.02343,0.01854,-0.00880,0.00895
>10378	1	l4	-0.02838,0.00567,0.00409,0.00521,0.00074
>10378	1	l5	-0.02087,-0.00950,0.03158,0.00892,0.00705
>10378	1	l6	-0.01538,0.00174,-0.00078,0.00104,-0.01535
>10378	1	l7	-0.01909,0.02264,0.00811,-0.00426,-0.00447
>10378	1	l8	-0.00599,-0.01035,-0.01061,-0.00842,0.00867
>10379	1	l1	0.02345,-0.01121,0.00791,-0.00091,0.01057
>10379	1	l2	-0.01975,0.01798,0.00348,-0.00629,0.00296
>10379	1	l3	-0.02167,-0.01033,-0.00587,0.00232,0.01057
>10379	1	l4	0.00660,0.00216,0.00256,0.00391,0.02289
>10379	1	l5	0.02920,-0.01589,0.00589,-0.00520,0.00194
>10379	1	l6	0.00297,-0.01896,0.01878,-0.00715,-0.01784
>10379	1	l7	-0.05155,0.00867,0.01379,0.00953,0.00028
>10379	1	l8	-0.04528,-0.01402,0.00069,0.01800,0.00815
>10380	1	l1	0.00435,0.01148,-0.01968,0.00579,-0.01352
>10380	1	l2	0.00560,-0.00919,-0.00449,-0.01138,-0.00852
>10380	1	l3	0.00760,-0.00979,0.00937,0.00318,0.00656
>10380	1	l4	0.02396,0.01673,-0.01482,0.02045,-0.01665
>10380	1	l5	0.02506,0.01897,0.02221,0.00394,0.01818
>10380	1	l6	-0.01138,0.00062,-0.01540,-0.01129,0.00263
>10380	1	l7	0.01808,-0.01130,0.03156,-0.00438,0.00031
>10380	1	l8	0.01630,0.00354,-0.00997,0.01311,0.01074
>10381	1	l1	-0.00274,-0.02769,0.01206,0.00372,0.00236
>10381	1	l2	-0.00087,0.01885,0.00851,-0.00009,-0.00172
>10381	1	l3	-0.00933,0.00207,0.00837,-0.00422,-0.00975
>10381	1	l4	0.02311,0.01120,0.01637,0.01583,0.01787
>10381	1	l5	0.01082,-0.00918,0.00932,0.00916,-0.01666
>10381	1	l6	0.00646,-0.02108,0.03465,-0.00106,0.01087
>10381	1	l7	0.00482,0.03577,-0.01847,-0.01244,-0.04749
>10381	1	l8	-0.01456,-0.04818,-0.00864,-0.00191,-0.00478
>10382	1	l1	0.02402,0.02029,-0.00782,0.00281,0.00315
>10382	1	l2	0.01961,-0.01003,0.02468,0.02493,-0.02936
>10382	1	l3	0.01922,-0.01057,-0.01759,0.00668,0.00534
>10382	1	l4	0.01821,-0.00636,0.01804,0.01343,0.00228
>10382	1	l5	0.02360,-0.02997,0.00627,0.01047,0.02458
>10382	1	l6	0.02123,-0.00375,-0.00230,-0.00123,-0.02688
>10382	1	l7	0.01765,0.00636,0.04734,0.01029,-0.01849
>10382	1	l8	0.02425,-0.01343,-0.02881,-0.01195,0.02150
>10383	1	l1	0.03575,0.00417,-0.01214,-0.00977,-0.00635
>10383	1	l2	0.03524,-0.00763,-0.01255,-0.01792,-0.01352
>10383	1	l3	0.04119,0.01728,0.05150,0.02165,0.04879
>10383	1	l4	0.03255,0.00401,-0.00404,-0.00661,-0.02254
>10383	1	l5	0.03492,0.00303,-0.01478,-0.01156,-0.00049
>10383	1	l6	0.03930,0.01967,0.05032,0.01786,0.04191
>10383	1	l7	0.03219,0.01217,-0.00412,-0.00203,-0.01674
>10383	1	l8	0.03742,0.00199,-0.01887,-0.00969,0.01034
>10384	1	l1	0.00197,0.02948,-0.00574,-0.00810,0.00349
>10384	1	l2	0.00344,0.00797,-0.00345,0.00360,-0.01078
>10384	1	l3	0.00316,0.00696,0.01123,0.00262,0.00248
>10384	1	l4	0.00623,0.00079,-0.00741,0.00294,-0.00065
>10384	1	l5	0.01044,0.00822,0.00389,-0.00704,-0.00449
>10384	1	l6	0.00379,0.01488,-0.00482,0.01325,0.01503
>10384	1	l7	0.01525,0.01154,-0.01004,-0.01126,0.01182
>10384	1	l8	0.00640,0.00903,0.00741,0.00046,-0.01401
>10385	1	l1	-0.00840,-0.00539,-0.00835,0.00313,-0.01126
>10385	1	l2	0.00457,-0.00228,0.00339,0.00247,0.00586
>10385	1	l3	-0.02026,0.00766,0.00580,0.00023,-0.00171
>10385	1	l4	-0.00398,-0.00047,-0.00838,-0.00185,-0.00641
>10385	1	l5	-0.00350,0.00599,-0.00311,0.00983,0.01941
>10385	1	l6	0.01872,0.00217,0.00908,0.00681,-0.00846
>10385	1	l7	-0.00868,0.00810,-0.00369,0.00067,0.00414
>10385	1	l8	0.01573,-0.00262,0.00725,0.00488,-0.00161
>10386	1	l1	-0.00789,-0.00698,-0.00056,0.00561,0.01163
>10386	1	l2	-0.00525,-0.00786,0.00601,0.00785,-0.01728
>10386	1	l3	-0.02360,0.00595,0.00296,-0.00665,-0.02503
>10386	1	l4	0.01348,0.00980,0.00593,-0.00597,-0.00748
>10386	1	l5	0.00241,0.00039,0.01105,-0.01069,0.01966
>10386	1	l6	0.00869,-0.00844,0.00675,-0.00294,0.02333
>10386	1	l7	0.01062,0.01354,0.00398,-0.03085,-0.01048
>10386	1	l8	-0.00980,0.00596,0.00062,-0.01072,-0.02346
>10387	1	l1	-0.02663,-0.00481,0.01164,0.00117,0.00549
>10387	1	l2	0.00154,-0.00322,0.01067,-0.00458,0.00042
>10387	1	l3	-0.00012,0.00254,0.00749,-0.00347,0.00090
>10387	1	l4	-0.01998,-0.00168,0.00045,-0.00543,-0.01755
>10387	1	l5	0.04107,0.00439,0.01613,0.00371,-0.00643
>10387	1	l6	-0.03626,-0.00511,0.01293,-0.00228,0.01592
>10387	1	l7	0.02134,0.00063,0.02065,-0.00431,-0.01286
>10387	1	l8	-0.00962,0.00334,0.01295,-0.01036,-0.00081
>10388	1	l1	0.00311,-0.00311,-0.00944,-0.00624,0.01349
>10388	1	l2	0.01641,-0.00175,-0.00144,0.00702,0.01591
>10388	1	l3	-0.00061,0.00228,0.00525,-0.00720,0.00926
>10388	1	l4	-0.00621,0.00445,0.00178,-0.01304,0.00439
>10388	1	l5	-0.01408,-0.01998,-0.00118,-0.01777,-0.01133
>10388	1	l6	-0.00092,0.00653,0.00045,0.01643,-0.00838
>10388	1	l7	-0.01056,0.01000,0.00200,-0.00532,0.00203
>10388	1	l8	-0.01125,-0.00132,-0.00723,0.00676,-0.00729
>10389	1	l1	0.01484,0.01018,-0.00154,0.00526,0.01619
>10389	1	l2	-0.01174,0.01035,-0.01780,0.02066,-0.01296
>10389	1	l3	-0.02545,0.02259,-0.02213,0.01024,-0.01873
>10389	1	l4	-0.00934,0.01606,-0.00089,0.01342,-0.00337
>10389	1	l5	0.00161,0.00878,0.02127,0.01288,0.00315
>10389	1	l6	0.02363,0.00801,0.00182,0.00983,0.00533
>10389	1	l7	0.02058,-0.00222,-0.00783,0.01231,-0.00557
>10389	1	l8	0.00114,-0.00775,-0.01043,0.00947,0.01439
>10390	1	l1	0.00437,0.01111,0.00767,0.00603,0.01099
>10390	1	l2	0.00858,0.00143,-0.00372,0.00508,-0.01085
>10390	1	l3	0.00055,0.00645,0.01649,0.00406,-0.00790
>10390	1	l4	0.00569,-0.00872,-0.00555,0.01185,0.00205
>10390	1	l5	-0.00233,0.00377,-0.01680,0.00196,-0.00087
>10390	1	l6	0.00047,0.00195,-0.00135,-0.00974,-0.00766
>10390	1	l7	-0.00080,0.00560,0.00445,-0.00184,-0.01131
>10390	1	l8	-0.00520,0.00355,-0.00840,0.00703,0.00757
>10391	1	l1	-0.00469,0.08436,0.01893,0.00445,-0.01985
>10391	1	l2	-0.01944,0.04102,-0.04580,0.00635,0.01324
>10391	1	l3	0.01840,0.05006,-0.02257,0.00525,0.00578
>10391	1	l4	-0.00796,0.02529,-0.00492,-0.00205,-0.01935
>10391	1	l5	-0.03074,-0.03203,-0.01020,-0.00173,-0.00965
>10391	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10391	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10391	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10392	1	l1	0.00003,0.01472,0.02036,-0.00209,0.00220
>10392	1	l2	0.00504,-0.00801,0.01144,0.01793,-0.02032
>10392	1	l3	-0.00073,0.02135,0.02243,-0.00646,-0.00979
>10392	1	l4	0.03426,0.01903,0.02624,0.02302,-0.01787
>10392	1	l5	-0.00086,-0.01404,0.02126,-0.00331,0.00355
>10392	1	l6	0.01324,-0.00557,0.03236,0.02058,0.04030
>10392	1	l7	-0.00013,0.03807,0.01959,0.00524,-0.00439
>10392	1	l8	0.01185,0.00989,0.02401,0.01358,-0.02636
>10393	1	l1	0.00062,-0.00750,0.00944,-0.00511,0.00778
>10393	1	l2	0.00149,-0.00129,0.01339,0.00896,0.00540
>10393	1	l3	0.00048,0.01693,-0.01184,0.00458,-0.00242
>10393	1	l4	0.01202,-0.00163,0.00794,0.00054,0.00451
>10393	1	l5	0.01602,0.01112,-0.00723,0.00110,0.01203
>10393	1	l6	0.01526,-0.00700,-0.01936,-0.00407,-0.00737
>10393	1	l7	-0.00433,-0.00931,0.00028,0.00998,-0.00347
>10393	1	l8	-0.00625,0.01995,-0.01015,-0.00430,0.00440
>10394	1	l1	-0.01952,-0.02289,-0.00994,0.00174,-0.01657
>10394	1	l2	0.04456,0.01154,-0.00356,0.00492,-0.00751
>10394	1	l3	-0.03412,0.00714,0.01703,0.01196,0.00461
>10394	1	l4	0.02743,-0.00828,0.00809,0.04064,0.02088
>10394	1	l5	-0.02516,0.01804,-0.01000,0.00520,-0.00244
>10394	1	l6	0.00196,-0.02676,0.01414,0.02128,-0.03178
>10394	1	l7	-0.05656,0.01689,-0.00406,-0.00571,0.03107
>10394	1	l8	-0.04647,-0.00983,0.00264,0.04779,0.00614
>10395	1	l1	-0.00955,0.00779,0.01487,0.00250,-0.00289
>10395	1	l2	-0.02013,0.00712,-0.00782,0.00250,-0.01628
>10395	1	l3	0.00387,0.01399,-0.00944,0.00554,-0.01759
>10395	1	l4	-0.00009,0.02290,-0.00773,0.00777,0.01386
>10395	1	l5	0.00675,0.00713,0.00863,0.01171,0.00885
>10395	1	l6	-0.00201,0.00430,0.01374,0.00610,0.00478
>10395	1	l7	-0.00187,0.00899,0.00655,0.00103,-0.02141
>10395	1	l8	-0.02736,0.01675,0.01780,-0.00623,-0.02126
>10396	1	l1	0.01345,-0.03554,-0.02872,0.01338,-0.00592
>10396	1	l2	0.00226,-0.01067,0.00703,0.00410,0.00304
>10396	1	l3	0.00977,0.02154,-0.00012,0.01126,-0.00160
>10396	1	l4	0.00964,-0.00314,0.01288,-0.00883,-0.00493
>10396	1	l5	0.00358,-0.01512,0.00110,-0.00196,-0.00017
>10396	1	l6	0.00374,0.02303,-0.03469,0.00653,0.00950
>10396	1	l7	0.00767,-0.00482,0.01293,-0.00568,-0.00795
>10396	1	l8	-0.00203,-0.03423,0.01270,0.02183,0.02339
>10397	1	l1	0.01839,-0.01366,0.00768,-0.00509,-0.00078
>10397	1	l2	-0.00261,-0.03355,-0.02252,0.00380,-0.00101
>10397	1	l3	-0.02975,0.00347,-0.00172,-0.00887,-0.00437
>10397	1	l4	-0.04605,0.00923,-0.00511,0.00115,-0.00330
>10397	1	l5	-0.02293,0.00654,0.00520,-0.01009,0.00522
>10397	1	l6	-0.00925,-0.00240,0.02113,0.04462,-0.01224
>10397	1	l7	0.08784,-0.00041,-0.01908,0.00055,0.04285
>10397	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10398	1	l1	-0.01110,-0.01360,0.00953,-0.00068,-0.00124
>10398	1	l2	0.00563,-0.01397,0.00491,0.00896,-0.00484
>10398	1	l3	-0.01535,0.01429,0.00421,-0.00218,-0.00848
>10398	1	l4	0.01995,0.01820,0.01535,0.01562,-0.01020
>10398	1	l5	-0.01088,-0.02333,0.01126,0.00169,0.01037
>10398	1	l6	0.01536,-0.00835,0.00095,0.01629,0.01341
>10398	1	l7	-0.00648,0.03280,0.00201,0.00438,0.01288
>10398	1	l8	0.02218,-0.01394,0.00741,0.01495,0.00298
>10399	1	l1	0.00322,-0.01839,-0.00979,-0.01002,-0.00864
>10399	1	l2	0.00986,0.02885,0.00979,0.01291,-0.00409
>10399	1	l3	0.01575,-0.00183,0.02157,-0.00854,0.02074
>10399	1	l4	0.01507,-0.03694,-0.01629,-0.01022,-0.00781
>10399	1	l5	0.00847,0.01938,0.00987,0.00963,-0.01096
>10399	1	l6	0.02262,-0.00876,-0.00486,-0.00517,-0.03564
>10399	1	l7	-0.00668,0.06104,0.00850,0.00451,-0.02457
>10399	1	l8	0.02061,0.06682,-0.01747,-0.01535,-0.05397
>10400	1	l1	0.01309,-0.00110,-0.02994,-0.00248,0.01301
>10400	1	l2	0.01004,0.02113,-0.01808,0.00672,0.01907
>10400	1	l3	-0.00787,0.00837,-0.03035,-0.00861,0.01063
>10400	1	l4	0.00139,-0.00968,0.04253,0.00545,0.00548
>10400	1	l5	-0.00136,0.00627,-0.02096,-0.00049,0.00477
>10400	1	l6	0.00706,-0.01861,0.04566,0.00408,0.00594
>10400	1	l7	-0.00524,0.02381,-0.02213,-0.00631,-0.00069
>10400	1	l8	0.00240,-0.00366,-0.00684,-0.00034,0.00472
>10401	1	l1	-0.04208,-0.01209,-0.03986,0.02198,0.01087
>10401	1	l2	0.03467,0.01809,0.04049,0.00733,0.00930
>10401	1	l3	-0.04775,-0.00249,-0.03616,0.01481,0.01258
>10401	1	l4	0.04652,0.00660,0.01846,0.00917,-0.00385
>10401	1	l5	-0.04849,0.01969,-0.02584,-0.00760,0.01993
>10401	1	l6	0.04445,-0.05527,0.00105,-0.01908,-0.00126
>10401	1	l7	-0.03720,-0.00181,-0.00121,0.03613,0.01917
>10401	1	l8	0.08015,-0.01538,0.01183,0.02874,-0.00275
>10402	1	l1	-0.00854,-0.01425,0.03456,0.00991,0.03400
>10402	1	l2	0.00970,0.01721,-0.04622,-0.01227,0.01684
>10402	1	l3	-0.00131,-0.01282,-0.06713,0.01095,0.01638
>10402	1	l4	-0.00700,0.00790,-0.00487,0.03683,-0.01428
>10402	1	l5	0.02029,-0.00890,0.03845,0.01478,-0.03319
>10402	1	l6	-0.01117,-0.05644,0.02922,-0.01275,-0.01923
>10402	1	l7	-0.03628,0.01875,-0.00009,0.01257,-0.04548
>10402	1	l8	-0.03926,-0.01149,-0.00272,0.04324,-0.00875
>10403	1	l1	0.01612,-0.01737,-0.00135,0.01215,0.00956
>10403	1	l2	0.00749,-0.01639,-0.00079,0.01420,-0.00954
>10403	1	l3	0.02463,0.05690,-0.03203,0.01175,0.02803
>10403	1	l4	0.01950,-0.01221,0.02542,0.01130,-0.00165
>10403	1	l5	0.00957,-0.02355,0.02751,0.00420,-0.02926
>10403	1	l6	0.01060,0.03381,-0.00503,0.01106,0.01786
>10403	1	l7	0.01105,0.01381,-0.01782,0.00387,0.02875
>10403	1	l8	0.00244,-0.02158,-0.01474,0.00928,0.00667
>10404	1	l1	0.00794,0.00678,-0.03406,0.02568,-0.00122
>10404	1	l2	-0.00058,0.00221,0.02306,0.02126,0.00820
>10404	1	l3	-0.00849,0.05075,-0.00972,0.02556,-0.03848
>10404	1	l4	-0.01711,0.00089,-0.01459,0.03060,0.01730
>10404	1	l5	0.01156,-0.01997,0.04181,0.02303,0.02474
>10404	1	l6	-0.00664,0.05774,-0.04892,0.01948,-0.00856
>10404	1	l7	-0.00366,0.02086,0.07567,0.02361,-0.04274
>10404	1	l8	-0.03907,0.00343,-0.04315,0.02021,-0.06223
>10405	1	l1	-0.00476,0.01833,-0.00687,-0.01200,0.01357
>10405	1	l2	-0.01571,0.02343,-0.01955,0.00704,-0.01629
>10405	1	l3	0.00816,0.01311,-0.00751,0.00892,-0.04358
>10405	1	l4	-0.01747,0.01712,0.04277,0.00142,0.01495
>10405	1	l5	0.06636,-0.01044,0.00397,-0.01444,0.03259
>10405	1	l6	0.02281,0.00420,-0.05383,0.05477,0.05172
>10405	1	l7	-0.08090,-0.00103,0.00371,-0.06165,0.03214
>10405	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10406	1	l1	0.03138,0.05960,0.02434,0.00469,0.02857
>10406	1	l2	0.02953,0.00189,0.07995,0.02139,0.06001
>10406	1	l3	0.03114,0.06330,0.04789,0.01161,0.04838
>10406	1	l4	0.03382,0.12126,0.07794,0.02118,0.09408
>10406	1	l5	0.02993,0.08180,0.16565,0.04622,0.14746
>10406	1	l6	0.00000,0.00000,0.00000,0.00000,0.00000
>10406	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10406	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10407	1	l1	0.01761,-0.01063,-0.03380,0.00609,0.02586
>10407	1	l2	0.01623,0.02587,-0.01437,0.00865,0.02142
>10407	1	l3	0.01996,0.03059,0.00407,0.02097,0.01952
>10407	1	l4	0.01621,-0.03250,-0.08560,0.01822,-0.00316
>10407	1	l5	0.02109,0.08170,0.07088,-0.00379,0.03808
>10407	1	l6	0.01566,-0.01397,0.02747,0.02738,-0.06030
>10407	1	l7	0.00137,-0.04837,-0.05082,0.01006,-0.06588
>10407	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10408	1	l1	0.01955,-0.00328,0.00726,0.00959,-0.00254
>10408	1	l2	-0.00489,-0.00397,-0.04305,0.00889,-0.01296
>10408	1	l3	-0.01475,-0.00385,0.00794,0.01262,0.01055
>10408	1	l4	-0.01215,-0.00261,0.04309,-0.01333,0.00320
>10408	1	l5	0.00239,-0.02628,-0.00049,0.00039,-0.01912
>10408	1	l6	0.01001,0.00723,-0.04411,-0.00445,0.01501
>10408	1	l7	0.01765,0.00779,0.00031,-0.00816,0.00270
>10408	1	l8	-0.00399,-0.01066,0.00040,0.02317,-0.02576
>10409	1	l1	-0.00361,0.01667,0.00996,0.01470,0.00612
>10409	1	l2	-0.00088,-0.00383,0.00222,0.01745,0.00789
>10409	1	l3	0.01338,-0.02698,0.02738,-0.00175,0.00145
>10409	1	l4	-0.00415,-0.00786,0.03099,0.00254,0.01114
>10409	1	l5	0.01144,0.01702,0.01231,0.00165,0.02244
>10409	1	l6	0.01028,0.00055,0.02330,0.00504,-0.00260
>10409	1	l7	-0.00018,0.01284,0.00663,0.01250,0.00938
>10409	1	l8	0.00427,-0.01233,0.02065,0.00688,-0.00419
>10410	1	l1	0.00436,0.00658,-0.01241,-0.01549,0.01089
>10410	1	l2	0.03162,0.00860,0.00581,0.01371,0.00166
>10410	1	l3	0.00722,-0.00687,-0.00017,-0.00058,-0.00846
>10410	1	l4	0.00752,-0.01714,0.01151,0.00864,-0.00396
>10410	1	l5	0.00429,-0.02021,-0.02390,0.00623,0.02279
>10410	1	l6	-0.00123,-0.01138,0.02019,-0.01462,0.00136
>10410	1	l7	0.02085,-0.01711,-0.02231,0.00811,-0.00500
>10410	1	l8	-0.00621,0.00920,-0.01080,-0.01281,-0.05654
>10411	1	l1	0.02455,-0.02041,-0.01535,-0.01427,-0.00034
>10411	1	l2	0.02931,0.03197,-0.00066,-0.00165,0.01090
>10411	1	l3	0.02664,-0.03963,-0.00200,0.00695,-0.01711
>10411	1	l4	0.03018,0.00495,-0.02317,-0.01292,-0.00171
>10411	1	l5	0.02579,-0.03666,0.00016,0.00192,0.01063
>10411	1	l6	0.01050,0.00458,0.00386,0.00360,-0.00125
>10411	1	l7	0.00856,0.00814,0.00943,0.00316,0.01519
>10411	1	l8	0.00371,-0.00327,-0.00564,0.02382,-0.03370
>10412	1	l1	0.03997,-0.02539,-0.01242,-0.01317,-0.00808
>10412	1	l2	0.03284,0.02575,-0.00103,-0.01091,0.02981
>10412	1	l3	0.03686,-0.02258,-0.00225,0.01200,-0.03296
>10412	1	l4	0.04223,0.00263,-0.03355,-0.00519,0.01490
>10412	1	l5	0.03885,-0.00982,0.02363,-0.00520,-0.01962
>10412	1	l6	0.03154,0.00748,-0.00016,0.00009,0.01073
>10412	1	l7	0.03524,-0.00025,0.00485,0.01527,-0.02335
>10412	1	l8	0.05173,-0.03953,0.00186,0.01733,-0.01780
>10413	1	l1	0.02556,-0.02175,0.00182,-0.00551,-0.02825
>10413	1	l2	0.01683,0.02379,0.00452,-0.00331,0.02357
>10413	1	l3	0.02564,0.00609,0.00023,-0.00015,-0.03314
>10413	1	l4	0.03120,0.01778,0.00429,0.00666,0.02730
>10413	1	l5	0.02655,0.02194,-0.00773,0.00763,-0.02294
>10413	1	l6	0.02199,-0.03259,0.00313,-0.01413,0.00706
>10413	1	l7	0.02170,0.10735,-0.01608,0.00377,-0.01579
>10413	1	l8	0.02982,-0.01458,-0.06514,0.00371,0.01727
>10414	1	l1	-0.01916,0.00763,-0.00887,-0.00283,-0.00663
>10414	1	l2	0.02167,-0.01500,0.03202,-0.00789,-0.01349
>10414	1	l3	-0.01863,0.02257,-0.03402,-0.00505,0.00188
>10414	1	l4	0.01704,0.01691,0.00406,0.03118,-0.01177
>10414	1	l5	-0.00382,0.01047,-0.04123,-0.01862,0.03195
>10414	1	l6	0.02914,0.02640,0.00662,-0.03503,-0.00203
>10414	1	l7	0.04398,-0.06664,0.00473,-0.01068,-0.05939
>10414	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10415	1	l1	0.02453,0.01169,0.01009,0.00226,0.06470
>10415	1	l2	0.02338,0.02047,0.00108,-0.00488,0.04973
>10415	1	l3	0.03107,-0.04821,0.01877,0.00431,0.03021
>10415	1	l4	0.02352,-0.01879,0.00487,-0.01023,0.02361
>10415	1	l5	0.01983,-0.00359,-0.00919,-0.00012,0.02051
>10415	1	l6	0.02407,0.03523,0.00073,0.01440,0.03219
>10415	1	l7	0.02686,0.06042,0.00560,-0.00137,0.04674
>10415	1	l8	0.02280,-0.00084,-0.00780,-0.00253,0.05877
>10416	1	l1	0.01405,0.01307,0.02132,-0.01111,-0.01457
>10416	1	l2	-0.01068,0.00179,0.02110,-0.00465,-0.00819
>10416	1	l3	-0.01376,0.00120,0.00806,0.00661,0.00831
>10416	1	l4	-0.02379,-0.01342,0.00605,-0.02366,0.00942
>10416	1	l5	-0.01040,-0.02219,0.01003,0.00019,-0.01304
>10416	1	l6	0.01821,-0.00129,-0.00246,0.02393,-0.02780
>10416	1	l7	0.04358,0.01279,0.00978,-0.02529,0.02788
>10416	1	l8	0.01309,-0.00638,-0.00341,-0.05245,0.00492
>10417	1	l1	0.01049,0.01145,-0.00569,-0.01056,-0.03131
>10417	1	l2	-0.00871,0.00282,0.01731,0.01209,0.02471
>10417	1	l3	0.00714,-0.00211,-0.00823,-0.01300,-0.00390
>10417	1	l4	-0.00298,0.01904,0.02460,0.01019,-0.00560
>10417	1	l5	-0.00894,0.01306,0.00916,0.01330,0.00833
>10417	1	l6	-0.00253,-0.02916,-0.00208,-0.01081,-0.01826
>10417	1	l7	0.00667,-0.00648,0.01295,0.01320,0.00581
>10417	1	l8	0.02327,-0.02407,-0.01455,-0.02176,-0.00850
>10418	1	l1	0.02116,0.00772,-0.00867,-0.01404,-0.01503
>10418	1	l2	0.03320,0.01988,-0.08982,0.01115,0.03626
>10418	1	l3	0.02541,0.00830,0.00176,-0.01614,-0.01616
>10418	1	l4	0.04001,0.02566,0.10466,0.01890,0.04657
>10418	1	l5	0.02007,0.00757,-0.01135,-0.01350,-0.01474
>10418	1	l6	0.03320,0.01988,-0.08982,0.01115,0.03626
>10418	1	l7	0.02728,0.00856,0.00634,-0.01706,-0.01665
>10418	1	l8	0.04001,0.02566,0.10466,0.01890,0.04657
>10419	1	l1	0.02476,0.02932,-0.02272,-0.01265,-0.01711
>10419	1	l2	0.02001,0.01494,-0.00826,-0.00324,-0.00857
>10419	1	l3	0.02023,-0.01871,0.01005,0.01575,-0.00289
>10419	1	l4	0.05343,-0.05012,0.00209,-0.02351,-0.01841
>10419	1	l5	0.05004,-0.05898,-0.00063,0.01080,0.04394
>10419	1	l6	0.03728,-0.20288,-0.00257,-0.00464,-0.03858
>10419	1	l7	0.00000,0.00000,0.00000,0.00000,0.00000
>10419	1	l8	0.00000,0.00000,0.00000,0.00000,0.00000
>10420	1	l1	-0.01362,-0.00511,0.02218,0.01232,-0.03116
>10420	1	l2	-0.01383,-0.01810,0.02755,0.00239,0.02974
>10420	1	l3	0.03179,-0.01290,0.00009,-0.00377,-0.01848
>10420	1	l4	-0.01151,0.01560,0.01743,0.00443,0.01549
>10420	1	l5	-0.01335,0.02560,0.00517,0.00361,-0.01154
>10420	1	l6	0.01097,-0.02406,0.05542,0.00780,0.02994
>10420	1	l7	-0.00409,-0.00516,0.08712,0.00787,0.01306
>10420	1	l8	-0.02806,-0.01357,-0.00637,0.00653,0.01784
>10421	1	l1	0.01230,0.00373,-0.00572,-0.01223,-0.00125
>10421	1	l2	0.00057,0.01004,-0.01351,-0.00102,0.01334
>10421	1	l3	0.00424,0.00013,-0.00484,-0.00046,0.02411
>10421	1	l4	-0.00590,-0.00558,-0.01737,-0.00136,0.00740
>10421	1	l5	-0.01381,-0.01503,-0.01166,0.00649,0.00190
>10421	1	l6	-0.01587,0.00137,-0.01897,-0.02015,0.02812
>10421	1	l7	-0.01487,-0.01163,0.02697,0.01697,-0.01058
>10421	1	l8	-0.01589,0.01236,0.03532,-0.00685,0.01083
>10422	1	l1	0.00679,0.02515,0.01262,-0.00514,-0.01088
>10422	1	l2	-0.00858,0.02581,-0.01202,-0.00199,-0.00753
>10422	1	l3	-0.00135,0.03155,-0.03610,0.01504,0.02010
>10422	1	l4	0.02603,0.03229,0.00201,-0.03249,-0.04863
>10422	1	l5	0.02048,0.03088,0.03634,-0.00439,-0.01723
>10422	1	l6	-0.00600,0.03408,0.04625,0.00927,0.03691
>10422	1	l7	0.01033,0.01827,-0.06769,-0.03656,-0.04218
>10422	1	l8	0.06696,0.01596,0.00441,0.03533,0.04727
>10423	1	l1	-0.01243,0.03939,-0.00494,0.00401,-0.00002
>10423	1	l2	-0.05224,0.04886,-0.00896,0.00322,0.02276
>10423	1	l3	0.02699,0.07719,-0.01723,-0.01182,0.01443
